avg_delivery_min,avg_order_value,review_cnt,ad_spend,store_category,discount_rate,monthly_revenue
32.8,13600,69,269019,Dessert,,2166834
38.4,28684,63,283128,Pizza,13.7,3081021
34.9,25457,64,201612,Pizza,,3573429
20.5,17817,64,37479,Korean,19.2,2113978
22.4,25953,63,61211,Pizza,,2472497
35.3,19960,94,96313,Chicken,4.1,2874370
45.3,6591,101,223898,Cafe,19.5,1101745
15.0,12166,103,117968,Cafe,13.6,1907578
38.5,15431,67,297968,Dessert,10.6,2377808
46.9,9522,81,343670,Dessert,,1307845
33.5,24420,76,313196,Chicken,,3147339
40.5,24783,66,314796,Pizza,10.9,2843452
28.0,25850,70,52347,Pizza,,3475055
33.8,23151,98,176549,Chicken,17.5,3589945
18.8,20486,59,73808,Korean,,3070866
15.0,18207,59,32080,Korean,,2744075
44.4,28525,67,95346,Pizza,14.4,2134128
25.2,22774,80,346292,Chicken,,3548971
30.4,13560,75,173484,Dessert,,2239597
21.1,19917,90,602893,Chicken,15.8,4344156
20.9,17397,68,138279,Dessert,19.5,2427923
33.3,23175,84,850423,Chicken,24.7,3620313
27.7,26782,65,138312,Pizza,1.8,3293294
38.8,13980,54,122178,Korean,9.7,2409933
39.5,6943,107,43120,Cafe,,1059980
38.2,28095,80,291763,Pizza,13.0,2990666
37.4,12717,81,80302,Dessert,,1982785
50.8,20216,74,71511,Pizza,,2102745
24.3,20596,61,334446,Korean,,2687314
34.5,20641,85,303102,Chicken,,3613086
46.3,21528,60,296822,Korean,5.8,2351156
47.6,17780,47,89814,Korean,5.9,1862999
20.8,9512,123,115205,Cafe,9.8,1813070
31.9,11947,106,114389,Cafe,,2165783
48.6,22756,70,224417,Pizza,,2767165
40.1,22518,63,415858,Pizza,11.0,3370177
37.0,24509,64,161097,Pizza,7.3,3611286
32.8,27068,75,582544,Pizza,,4030541
31.2,14673,64,245979,Korean,11.6,2017315
37.9,13830,66,99450,Korean,,2032258
32.5,11059,117,232865,Cafe,10.8,2126610
34.6,23493,63,469770,Pizza,11.9,3173033
35.8,17019,68,593551,Korean,,2787946
28.2,5000,115,310134,Cafe,12.0,1551677
40.3,7303,112,122490,Cafe,16.3,907516
64.1,17981,70,100901,Korean,,1543776
17.2,24326,86,190252,Chicken,15.1,3033836
38.2,10072,71,457909,Dessert,7.1,1652919
27.4,13143,92,169781,Cafe,16.6,2112069
40.8,16289,46,172624,Korean,8.5,2363307
35.5,23292,77,125037,Pizza,17.1,3035330
42.6,25843,106,92312,Chicken,12.4,2863128
46.8,25529,82,105402,Pizza,21.1,3210968
36.9,20620,90,133731,Chicken,5.1,3230016
46.3,8612,100,474362,Cafe,,1390789
15.0,25383,80,99060,Chicken,,3498493
50.9,21666,58,125159,Korean,,2231524
38.8,9958,84,60051,Dessert,3.7,1614854
45.8,17894,56,212894,Korean,,1857595
22.8,18225,53,358108,Korean,,2736175
26.7,19534,84,440139,Chicken,9.1,3827649
36.5,8861,109,141201,Cafe,9.7,1276587
34.8,25013,64,189991,Pizza,,3348444
37.8,14851,81,106129,Dessert,,2122155
45.8,25019,90,183077,Chicken,,3849892
17.3,21177,109,154264,Chicken,4.1,3826321
44.7,17465,72,125726,Korean,,2339011
35.1,10661,114,133981,Cafe,10.7,1967326
33.0,10537,75,172264,Dessert,,1538590
20.3,10472,102,94838,Cafe,,1844458
40.0,8780,108,98839,Cafe,,1273214
15.0,19577,83,470305,Chicken,,3604497
41.5,9608,61,1049353,Dessert,8.9,2312851
20.1,25618,95,45787,Chicken,,4030731
35.5,17609,53,43812,Korean,,1860752
33.8,26101,65,55800,Chicken,,3382181
46.7,16716,53,110483,Korean,3.5,1735708
33.2,18728,59,245701,Korean,5.2,2215211
28.1,23982,68,192577,Korean,0.0,2351146
29.9,19357,77,137705,Chicken,,3046352
47.7,5000,95,183211,Cafe,,811817
40.4,25216,79,68980,Chicken,,2644458
31.1,19933,106,98711,Chicken,,3242039
32.6,11948,65,118086,Dessert,,2005208
19.3,23535,68,33788,Pizza,9.1,3033617
38.9,9670,105,47392,Cafe,8.0,1250474
17.4,19624,83,48923,Chicken,12.7,3406872
42.5,11550,75,221136,Dessert,15.5,1610161
36.3,19125,55,146025,Korean,25.6,2234912
58.9,19479,78,195653,Chicken,11.9,2993912
24.0,10250,68,27544,Dessert,18.7,2195821
34.0,8132,105,36622,Cafe,,1315358
53.0,21428,69,203989,Pizza,2.0,2753129
46.9,7944,117,12995,Cafe,9.9,1270318
28.0,9297,102,319640,Cafe,2.4,1989706
37.2,21001,101,27906,Chicken,,2791913
35.0,17322,64,235608,Korean,,2486223
37.8,21950,89,58946,Chicken,0.3,2813573
28.0,16361,59,277720,Korean,22.4,2273057
34.1,26728,67,1562466,Pizza,,5849663
19.0,25590,84,19471,Chicken,,3134662
36.4,7839,108,209305,Cafe,,1301120
39.5,26213,66,28246,Pizza,,2787041
32.7,24401,63,168832,Pizza,,3600936
18.8,22914,104,101705,Chicken,,3846675
44.9,25914,81,133129,Chicken,8.8,2615407
38.6,13272,82,57867,Dessert,,2108123
27.7,5000,97,224062,Cafe,15.6,1402171
32.2,26135,71,37668,Pizza,,2395948
20.0,15082,83,324019,Dessert,11.5,2203810
24.7,24446,66,86495,Pizza,15.2,3071675
29.6,20489,54,39069,Korean,,2397827
47.3,7275,107,429852,Cafe,,1295396
28.6,14286,73,113706,Korean,11.1,2135291
41.4,9353,118,552029,Cafe,,1905889
29.6,7609,60,318804,Dessert,15.6,1075078
37.5,8401,114,63369,Cafe,12.3,1329923
33.6,25217,82,112112,Chicken,,3324021
43.7,13226,55,132201,Korean,19.7,1883463
29.7,8801,83,406887,Dessert,3.4,1985794
19.3,15420,49,170291,Korean,,2756934
21.2,17842,61,138176,Korean,11.9,2458894
29.7,17086,60,102267,Korean,,2629078
22.5,21498,61,115243,Korean,9.6,2478191
39.1,24386,108,340756,Chicken,,3429398
30.3,10238,110,120356,Cafe,11.2,1572103
58.7,22364,90,87487,Chicken,14.0,3322537
17.6,18983,55,76393,Korean,,2394263
37.0,15845,62,77052,Korean,10.8,1520572
23.7,24143,96,39088,Chicken,0.0,3295779
30.1,15220,58,65838,Korean,,2115304
36.4,11088,108,397911,Cafe,,1949440
15.0,20965,46,101719,Korean,5.4,2612068
37.4,22527,74,210823,Chicken,,3581176
54.0,21559,94,16519,Chicken,,2688960
30.5,23001,92,189074,Chicken,10.9,3470979
37.6,10846,70,105468,Korean,,1690923
45.2,18756,66,81642,Korean,,2074899
33.4,24717,75,138693,Pizza,,2965999
29.2,17873,78,80708,Korean,,2676640
15.0,10766,99,21942,Cafe,,1889518
41.4,21813,89,250959,Chicken,,3043396
33.9,19149,98,145752,Chicken,,2297070
24.9,21646,81,93348,Chicken,,2840002
36.3,25169,69,55398,Pizza,,3252976
29.2,25287,76,37025,Pizza,,3071677
29.7,18405,62,143539,Korean,,2337169
41.1,24598,92,436263,Chicken,16.6,3106712
21.6,15285,64,141178,Korean,14.9,2123624
45.5,22439,109,39697,Chicken,,2723135
21.0,12225,110,143679,Cafe,13.3,2325427
28.4,13663,61,114987,Korean,,1566696
54.2,22449,83,239541,Chicken,,2860547
46.3,10537,85,194976,Dessert,,1784888
36.0,17073,58,11010,Korean,,2453614
25.6,19738,88,185617,Chicken,,3160084
29.7,8576,127,53770,Cafe,11.6,1408430
35.7,22603,55,38479,Korean,,2208656
35.4,14839,66,103205,Korean,9.8,2152323
34.1,15076,68,166712,Korean,,2368197
34.7,8745,70,32295,Dessert,8.1,898591
32.9,22319,58,210851,Korean,,2467596
20.6,16844,58,221000,Korean,,2976566
29.8,17936,55,124596,Korean,,2212475
44.1,16993,64,59943,Korean,9.0,2505299
21.3,6639,119,54816,Cafe,24.2,1332390
33.1,17412,65,272663,Korean,,2130805
26.8,15146,96,35820,Cafe,,2431128
36.1,12480,133,281201,Cafe,13.5,2010456
31.1,22868,73,105144,Pizza,14.0,3135044
49.8,19619,55,111144,Korean,,1893891
40.1,22921,82,30601,Pizza,,2473928
21.9,5000,119,106710,Cafe,9.3,1307782
41.7,20549,49,196048,Korean,13.2,2855208
27.3,27900,63,41197,Pizza,,4128431
29.2,27615,73,178824,Pizza,12.6,4051011
38.1,16825,54,128857,Korean,7.2,1741133
30.1,11583,82,71700,Dessert,10.9,1182522
43.9,23874,91,237752,Chicken,,2834626
27.3,9979,116,20608,Cafe,14.4,2048087
28.8,11016,76,158355,Dessert,1.8,1686719
28.4,17952,93,438360,Chicken,,3309934
29.3,25285,66,379725,Pizza,,3948989
46.0,24698,101,163913,Chicken,,3418067
41.3,22006,75,94269,Pizza,,2510892
52.1,10597,103,72157,Cafe,15.5,1293928
57.7,18829,54,94175,Korean,,1943767
24.7,23875,89,185404,Chicken,,3127116
35.7,24180,90,62909,Chicken,,2885079
23.2,16264,67,219957,Korean,,2540442
27.2,13958,55,661176,Korean,3.2,2805695
28.7,20666,103,114204,Chicken,16.5,3767563
24.4,20223,62,40935,Korean,,2506113
24.5,16645,49,40923,Korean,,2679618
33.6,23265,62,223351,Pizza,,2678865
22.8,5000,109,114399,Cafe,17.7,1368930
43.4,29382,87,242005,Pizza,17.5,2985391
25.8,24064,100,78303,Chicken,13.3,3508537
63.1,13925,84,233222,Dessert,,1730150
30.5,11419,107,105726,Cafe,15.2,1851036
35.7,19442,51,66786,Korean,,2867302
22.0,17389,71,87068,Korean,,2865039
52.1,8591,105,46056,Cafe,,1643956
46.2,16931,60,589326,Korean,,2532603
38.0,15587,103,111095,Cafe,2.2,1975031
21.5,13390,83,200959,Dessert,,1784437
37.1,16840,54,78100,Korean,,2204156
23.8,19164,51,51725,Korean,13.7,2067134
49.6,9473,86,99523,Dessert,21.9,1306786
43.1,12761,99,289584,Cafe,9.2,2146019
36.0,16347,43,79115,Korean,12.8,2605887
15.0,13253,89,59804,Dessert,16.5,2140562
25.2,14665,88,135892,Dessert,0.0,2483870
41.9,9962,116,178879,Cafe,,1463846
47.1,9236,118,446648,Cafe,14.2,1289616
46.1,18027,54,159253,Korean,0.0,2416085
19.1,17859,54,200876,Korean,6.1,3162781
38.0,7558,117,213345,Cafe,18.6,1323221
45.2,20876,79,47707,Chicken,,2502282
18.4,12699,102,55525,Cafe,14.2,1818814
34.9,24729,65,50419,Pizza,17.3,2777079
37.7,16036,63,41338,Korean,13.3,1648084
32.0,7709,91,226753,Cafe,15.3,1550934
16.5,20751,70,151340,Korean,,3194751
31.7,26689,68,127880,Pizza,,3073589
31.7,19401,53,15079,Korean,,2530449
33.5,8356,127,621337,Cafe,,1509230
29.4,10433,101,58679,Cafe,21.1,1448493
30.6,20391,79,619518,Chicken,,3917605
34.6,8351,105,37641,Cafe,,1553965
39.4,27425,57,62650,Pizza,6.3,3283238
32.0,11186,123,20598,Cafe,,1333783
30.9,22545,66,160323,Pizza,,3366732
35.9,9861,72,49724,Dessert,14.0,1351985
15.8,22272,89,50861,Chicken,,3748027
39.8,13315,113,40024,Cafe,,1678751
35.0,13211,64,223492,Korean,5.5,2187787
35.4,25696,61,212016,Pizza,,2686990
44.6,5560,108,511383,Cafe,,1623564
15.5,20414,94,69333,Chicken,,3639646
15.3,17089,58,142957,Korean,,2073366
37.7,10949,81,42778,Dessert,,1740701
34.9,20666,96,91786,Chicken,,2898003
36.7,9018,103,79235,Cafe,24.8,1097895
30.4,16662,60,173999,Korean,6.8,1843377
41.6,8344,78,270727,Dessert,11.6,1761208
44.3,19950,63,265163,Korean,,2532032
39.8,19882,62,61145,Korean,,2135632
32.4,27108,65,266738,Pizza,26.9,2939858
15.0,8148,49,115842,Dessert,,1425400
42.7,18747,69,92556,Korean,,2034919
47.2,23690,91,68080,Chicken,,3051439
41.4,22422,62,76673,Pizza,4.8,3238514
26.2,25023,77,483641,Pizza,,3698063
41.7,21709,79,153457,Chicken,11.6,2761956
43.6,13605,107,137990,Cafe,18.2,1863569
50.6,29811,79,97290,Pizza,,2737461
26.2,20839,68,849183,Pizza,,3264545
32.7,31235,58,340870,Pizza,9.6,3250716
42.5,6712,103,67400,Cafe,,858459
35.6,20452,61,96409,Korean,,2371156
23.8,14426,61,101099,Dessert,16.1,2339406
39.1,22511,60,134854,Pizza,12.6,2236681
40.8,26233,60,68478,Pizza,,2778817
35.9,17731,60,170468,Korean,,1992672
37.2,19386,57,383432,Korean,,2752615
32.4,25577,70,41955,Pizza,,3254927
49.8,20991,56,48666,Korean,,2416347
26.0,12188,72,81529,Dessert,,1787996
29.1,21580,79,84610,Chicken,,3250448
35.1,11740,117,593635,Cafe,11.0,2088663
43.8,13451,82,267430,Dessert,4.8,1750681
20.0,23830,88,255430,Chicken,20.0,3441930
21.9,20339,88,97125,Chicken,,3021710
15.0,6387,103,95435,Cafe,,1274985
35.3,7581,118,37567,Cafe,,1440678
23.8,20448,91,224277,Chicken,18.2,2782094
31.2,10965,114,177742,Cafe,,1722433
41.6,14440,91,335724,Dessert,7.1,2245691
28.6,21612,84,101375,Chicken,11.3,3784800
37.3,21577,63,107133,Korean,16.4,2492800
32.0,25421,89,137487,Chicken,,3498680
41.7,22608,84,244939,Chicken,7.0,2999846
39.8,15945,69,37015,Korean,,1989207
28.1,21938,62,216229,Korean,,2433085
33.3,8847,130,118048,Cafe,,1569730
45.4,22315,107,51449,Chicken,5.3,1919158
38.9,11151,87,22642,Dessert,,1999703
21.0,15776,60,107588,Korean,,2277125
41.6,14328,55,382092,Korean,,2026788
24.2,26582,71,458170,Pizza,,3332944
49.1,10041,58,159460,Dessert,,1171109
45.2,25649,52,576570,Korean,,3524523
37.9,15285,59,115948,Korean,,1527914
36.6,14857,60,257272,Korean,,1993446
32.9,10275,83,83639,Cafe,19.5,1359364
41.8,25823,101,79504,Chicken,,3263075
31.3,18161,61,69790,Korean,17.2,2659524
37.4,19431,74,23082,Korean,,2686159
43.7,17391,89,336018,Chicken,7.1,3028305
29.4,10306,74,71822,Dessert,10.7,1643191
28.8,6316,93,63202,Cafe,4.2,1473180
23.1,17262,81,46689,Chicken,,2759673
24.4,18292,62,101901,Korean,15.9,1951150
16.7,12393,76,491905,Korean,15.9,2698432
42.3,18695,88,640670,Chicken,,3078822
53.1,23657,76,31779,Pizza,,2384422
49.3,22922,76,90372,Pizza,,2311674
18.7,12991,75,52458,Dessert,21.1,1798162
42.2,12764,83,264585,Dessert,15.4,2146145
49.2,14234,59,150923,Dessert,18.4,1956730
30.4,13881,59,72113,Dessert,14.9,1639710
36.0,20852,61,127173,Korean,,2421844
15.0,17995,57,81905,Korean,,2834182
37.7,22759,95,436544,Chicken,11.3,3793688
24.4,10279,123,185872,Cafe,,1767905
37.0,18354,61,205070,Korean,,2599263
19.4,24007,72,14210,Pizza,14.7,3311215
40.4,8169,116,113757,Cafe,15.8,1501344
45.2,6956,115,635277,Cafe,14.4,1380828
27.2,19054,56,346678,Korean,,2891999
23.6,17765,61,27380,Korean,,2248960
15.0,16342,51,93387,Korean,,2680197
32.3,23344,69,45891,Pizza,14.1,3129792
29.2,5974,129,471714,Cafe,,1741419
19.5,27447,55,145899,Pizza,,3776994
39.5,22197,105,64926,Chicken,,3460087
30.5,19843,89,123324,Chicken,12.2,2919863
24.2,24021,65,14904,Chicken,,3637990
29.5,23599,59,50376,Pizza,,2516992
45.7,21484,71,123550,Pizza,21.5,2675646
41.0,20553,48,236047,Korean,,2668601
33.7,10657,78,25392,Dessert,16.2,1317730
41.2,16978,53,88462,Korean,25.1,2298762
23.4,12103,95,269142,Dessert,18.5,2076053
35.3,20856,58,37575,Korean,11.8,2044527
36.5,18050,63,144148,Korean,,2138733
30.3,22002,58,126504,Pizza,3.8,3272145
39.4,19360,61,472953,Korean,9.5,3003334
27.2,20788,84,99821,Chicken,7.9,2883916
40.1,26720,83,104607,Chicken,7.7,3241860
40.5,17997,63,237807,Korean,,2255012
15.0,5000,100,41530,Cafe,,1283654
46.9,25893,79,100563,Pizza,,3756897
15.0,29861,53,83339,Pizza,4.6,3461200
28.8,25940,99,107379,Chicken,,3445782
45.3,13577,124,236564,Cafe,11.0,2020684
31.8,15451,58,186946,Korean,10.8,2290360
20.3,20280,52,65927,Korean,,2555969
24.1,16195,62,133868,Korean,,1951032
45.3,12561,93,395379,Dessert,,1835765
15.8,8818,60,61707,Dessert,,2103658
46.3,23389,70,134777,Pizza,,3199085
34.4,7309,124,102818,Cafe,11.2,1160623
23.1,24246,102,114101,Chicken,4.7,3280945
29.2,11002,118,32556,Cafe,22.5,1877873
24.8,9692,117,370963,Cafe,,1618876
43.7,18624,87,64587,Chicken,,2481602
42.3,17221,49,272694,Korean,,2364585
17.8,16135,61,72995,Korean,15.6,2284106
31.0,14174,83,72754,Dessert,,2116486
26.4,24945,89,316711,Chicken,,3326477
47.9,14641,84,265762,Dessert,,1964791
21.5,16112,54,141801,Korean,,1887350
51.0,5000,93,220613,Cafe,8.2,1094583
34.7,13583,63,95264,Korean,13.0,1934994
23.4,21554,56,119199,Korean,,3005736
28.2,16997,55,70682,Korean,,2664271
27.0,16123,55,247335,Korean,,2037959
22.3,16107,73,68907,Dessert,14.2,2131401
35.9,25163,94,393711,Chicken,1.8,3692303
22.7,9061,107,93207,Cafe,,1547627
15.0,21266,106,121985,Chicken,7.1,3701827
31.2,21670,85,220186,Chicken,19.7,3423274
17.0,9568,114,122313,Cafe,,1672541
27.5,22000,40,94553,Korean,,2207666
25.9,13056,69,117152,Dessert,12.5,2531069
26.3,26815,84,245316,Pizza,6.5,2676822
55.0,27923,66,70613,Pizza,19.6,2418050
35.6,19076,97,108473,Chicken,12.0,2723530
37.5,19887,51,120992,Korean,11.1,1885154
17.2,11264,88,239645,Dessert,15.6,2297043
28.5,15710,95,110788,Chicken,,3044597
37.2,12680,55,509857,Korean,,2047557
24.8,19455,92,105875,Chicken,,3480805
44.1,26328,54,99221,Pizza,5.4,2366909
23.0,9284,118,104655,Cafe,5.4,1593661
32.1,25461,77,41854,Pizza,,3161648
29.1,29877,74,52358,Pizza,,3227686
36.6,14827,74,78489,Korean,,2307238
28.6,11931,78,297721,Dessert,8.3,2098942
32.3,22761,100,116862,Chicken,6.6,3217402
32.6,7159,92,81433,Cafe,22.7,1234896
27.7,18071,78,320128,Korean,,2617614
39.9,8000,88,415064,Dessert,9.5,1673575
37.4,25525,85,327601,Chicken,,3207984
