chunk_id,clean_summary
21,"['【붙 임】 국방위 전임 한미연합사령관 3인 면담 사진 1, 2, 3 - 2 - [파일: [보도자료] 국회 국방위, 전임 한미연합사령관 3인 면담.txt] 보 도 자 료 보도일시 배포 즉시 보도 배포일시 2022. 10. 26.(수) 공보담당관실 02-6788-3655 담당 서기관 유재민 위 원 회 국방위원회 입법조사관 (02-6788-5305) 국회 국방위, 전임 한미연합사령관 3인 면담 - 국방위원장을 포함한 여·야 7인의 위원과 전임 한미연합사령관 3인 면담 - 국회 국방위원회(위원장 이헌승)의 여·야 국방위원들(이헌승 국방위원장, 김병주·신원식·성일종·임병헌·김영배·배진교 위원)은 오늘(10.26.) 오후, 국회에서 한미동맹재단 초청으로 내한한 빈센트 브룩스, 커티스 스카파로티, 로버트 에이브람스 전(前) 한미연합사령관 등을 만나 한미동맹과 북핵 문제 등 양측의 주요 관심 사안에 대해 심도 있게 논의하였다. 이헌승 국방위원장은 인사말에서 한미동맹은 한반도는 물론 동북아와 전세계의 평화와 안정을 유지하는 중추적인 역할을 충실히 수행해 왔다고 평가하며, 한반도를 둘러싼 안보정세가 그 어느 때보다 엄중한 지금, 한미동맹의 중요성은 갈수록 커지고 있다고 강조하였습니다. 또한, 이헌승 국방위원장은 국방에는 여야가 없다는 국방위원회의 격언을 인용하며, 동북아와 세계 평화를 위해서는 한(韓)미(美)가 따로 없으며, 북핵 문제 등 한반도의 평화와 안정을 위해서는 한국과 미국이 한마음으로 함께 대응해 - 1 - 나가는 것이 필요하다고 강조하였습니다. 빈센트 브룩스 전 한미연합사령관은 6.25 전쟁 휴전 이후 한국에서 전사한 92명의 미국군에 대한 기념비 건립을 위해 대한민국 국회에서 지원해 줄 것을 부탁했고, 참석한 국방위원들은 이에 대해 적극 지원하겠다는 의사를 표명 하였습니다. 김병주 국방위원회 민주당 간사위원은 전임 한미연합사 부사령관으로서 국방위원회 위원 자격으로 오늘 같이 근무했던 한미연합사령관들을 만나게 되어 감회가 새롭다고 말하며, 한미동맹의 발전을 위해 최선의 지원을 다하 겠다고 밝혔습니다. 또한, 전임 한미연합사령관과 함께 국회를 방문한 정승조 한미동맹재단 회장은 3인의 전임 한미연합사령관이 동시에 한국을 방문한 것은 이번이 처음이며, 2011년부터 2018년까지 한미연합사령관으로 근무하였던 3명이 국회를 찾은 것이라는 의미를 설명하였습니다.']"
22,"['양 측은 그 외 북핵 문제와 주한미군전우회에 대한 지원 강화 문제 등에 대해서도 심도 있는 의견을 교환하였습니다. 이헌승 국방위원장은 마지막으로 오늘 면담을 통해 향후 한미동맹이 더욱 발전되고 견고해 질수 있기를 희망한다고 밝혔습니다.//끝. 【붙 임】 국방위 전임 한미연합사령관 3인 면담 사진 1, 2, 3 - 2 - [파일: [보도자료] 국회 국방위, 한국형 3축체계 구축을 위한 예산 의결 (1).txt] 보 도 자 료 보도일시 배포 즉시 보도 배포일시 2022. 11. 4.(금) 미디어담당관실 02-788-3655 서기관 유재민 위 원 회 국방위원회 미디어지원관 (02-6788-5303) 국회 국방위, 한국형 3축 체계 구축을 위한 예산 의결 - 군 전투역량 강화를 위한 「2023년도 국방예산안」 수정 의결 - - 군 급식의 질 제고 및 군 장병 처우 개선 예산 등도 함께 증액 - - 집행 가능성 낮은 사업은 합리적 감액 - 국회 국방위원회(위원장 이헌승)는 오늘(11.4.) 전체회의를 열어 2023년도 국방예산안을 수정 의결하였다. 국방위는 정부가 제출한 세출예산안* 대비 약 9,700억 원 증액, 약 1,866억 원 감액하여 총 약 7,834억 원을 증액하였다. *국방부, 병무청, 방위사업청, 5·18민주화운동 진상규명조사위원회 소관 국회 국방위원회는 2023년도 국방예산 심사결과, 북한의 핵·미사일 위협 으로부터 대한민국의 안보와 국민의 안전을 지킬 수 있도록, 강력한 안보 태세 확보를 위한 한국형 3축 체계 구축을 위한 예산을 집중적으로 증액 의결하였다. 이와 더불어 열악한 환경에서 근무하는 군 장병들의 처우를 개선하기 위한 예산 등도 함께 증액 의결하였다. 국방위원회는 정부에서 제출한 2023년도 예산안을 오늘 심의·의결함으로써 국회 예산안 심사의 첫 시작을 알렸다. - 1 - < 국방위원회 2023회계연도 예산안 심사 결과 > (단위 : 백만원) 소 관 회 계 명 증 액 감 액 증 감 일반회계 368,778 -33,329 335,449 국방․군사시설 490 -1,290 -800 국방부 이전특별회계 주한미군기지 - -80 -80 이전특별회계 5·18민주화운동 일반회계 204 - 204 진상규명조사위원회 병무청 일반회계 5,718 -19,927 -14,209 방위사업청 일반회계 594,840 -131,967 462,873 합 계 970,030 -186,593 783,437']"
23,"['국방위원회는 2023년도 국방예산안을 심사하면서 병사·생도 등 영내자를 대상 으로 선호도가 높은 로컬푸드 공급을 위해 기본급식 예산 약 582억원, 부사관의 야간· 휴일근무에 대한 합리적 보상을 위하여 야간·휴일수당 약 250억원을 증액하였다. 또한, 한국형 3축 체계(Kill-Chain)의 핵심전력 획득을 통한 우리 군의 전투역량 강화를 위해 F-X 2차 사업 200억원, 230mm급다련장 사업 1,738억 8,200만원, K-21보병전투차량 2차 사업 800억 3,300만원을 증액하였다. 한편, 국방위원회는 사업의 추진 상황과 법령의 근거 여부 등을 꼼꼼히 살핀 후, 집행 가능성이 부진할 것으로 예상되는 사업은 합리적으로 감액하였다. 방위사업청 소관 예산 중 시험평가 일정 지연을 고려하여 중요시설경계시스템 사업에서 208억 1,700만원, 기술이전 협의 등으로 개발업체 계약이 지연됨에 따라 130mm 유도로켓-Ⅱ 사업에서 195억 1,900만원을 감액하였다. - 2 - 국방부 소관 예산에서는 연례적으로 집행이 부진한 주한미군 방위비분담금 군 사시설개선 사업에서 203억 2,500만원을 감액하였다. 이번 심사에 대해 국회 국방위원회 신원식 예산결산심사소위원회 위원장은 “정부가 제출한 안을 면밀하게 살펴 불요불급한 예산은 과감히 감액했다”며 “반면에 열악한 근무 여건으로 사기가 저하되고 있는 우리 군 장병의 처우 개선을 위하여 필수적인 예산과 대한민국의 안보와 국민의 안전을 지킬 수 있도록 군 전투역량을 강화하는 예산은 증액함으로써 국민의 세금이 적재적소에 사용되도록 하였다”고 말했다. - 3 - [파일: [보도자료] 국회 국방위, 한국형 3축체계 구축을 위한 예산 의결.txt] 보 도 자 료 보도일시 배포 즉시 보도 배포일시 2022. 11. 4.(금) 미디어담당관실 02-788-3655 서기관 유재민 위 원 회 국방위원회 미디어지원관 (02-6788-5303) 국회 국방위, 한국형 3축 체계 구축을 위한 예산 의결 - 군 전투역량 강화를 위한 「2023년도 국방예산안」 수정 의결 - - 군 급식의 질 제고 및 군 장병 처우 개선 예산 등도 함께 증액 - - 집행 가능성 낮은 사업은 합리적 감액 - 국회 국방위원회(위원장 이헌승)는 오늘(11.4.) 전체회의를 열어 2023년도 국방예산안을 수정 의결하였다. 국방위는 정부가 제출한 세출예산안* 대비']"
24,"['약 9,700억 원 증액, 약 1,866억 원 감액하여 총 약 7,834억 원을 증액하였다. *국방부, 병무청, 방위사업청, 5·18민주화운동 진상규명조사위원회 소관 국회 국방위원회는 2023년도 국방예산 심사결과, 북한의 핵·미사일 위협 으로부터 대한민국의 안보와 국민의 안전을 지킬 수 있도록, 강력한 안보 태세 확보를 위한 한국형 3축 체계 구축을 위한 예산을 집중적으로 증액 의결하였다. 이와 더불어 열악한 환경에서 근무하는 군 장병들의 처우를 개선하기 위한 예산 등도 함께 증액 의결하였다. 국방위원회는 정부에서 제출한 2023년도 예산안을 오늘 심의·의결함으로써 국회 예산안 심사의 첫 시작을 알렸다. - 1 - < 국방위원회 2023회계연도 예산안 심사 결과 > (단위 : 백만원) 소 관 회 계 명 증 액 감 액 증 감 일반회계 368,778 -33,329 335,449 국방․군사시설 490 -1,290 -800 국방부 이전특별회계 주한미군기지 - -80 -80 이전특별회계 5·18민주화운동 일반회계 204 - 204 진상규명조사위원회 병무청 일반회계 5,718 -19,927 -14,209 방위사업청 일반회계 594,840 -131,967 462,873 합 계 970,030 -186,593 783,437 국방위원회는 2023년도 국방예산안을 심사하면서 병사·생도 등 영내자를 대상 으로 선호도가 높은 로컬푸드 공급을 위해 기본급식 예산 약 582억원, 부사관의 야간· 휴일근무에 대한 합리적 보상을 위하여 야간·휴일수당 약 250억원을 증액하였다. 또한, 한국형 3축 체계(Kill-Chain)의 핵심전력 획득을 통한 우리 군의 전투역량 강화를 위해 F-X 2차 사업 200억원, 230mm급다련장 사업 1,738억 8,200만원, K-21보병전투차량 2차 사업 800억 3,300만원을 증액하였다. 한편, 국방위원회는 사업의 추진 상황과 법령의 근거 여부 등을 꼼꼼히 살핀 후, 집행 가능성이 부진할 것으로 예상되는 사업은 합리적으로 감액하였다. 방위사업청 소관 예산 중 시험평가 일정 지연을 고려하여 중요시설경계시스템 사업에서 208억 1,700만원, 기술이전 협의 등으로 개발업체 계약이 지연됨에 따라 130mm 유도로켓-Ⅱ 사업에서 195억 1,900만원을 감액하였다. - 2 - 국방부 소관 예산에서는 연례적으로 집행이 부진한 주한미군 방위비분담금 군 사시설개선 사업에서 203억 2,500만원을 감액하였다.']"
25,"['이번 심사에 대해 국회 국방위원회 신원식 예산결산심사소위원회 위원장은 “정부가 제출한 안을 면밀하게 살펴 불요불급한 예산은 과감히 감액했다”며 “반면에 열악한 근무 여건으로 사기가 저하되고 있는 우리 군 장병의 처우 개선을 위하여 필수적인 예산과 대한민국의 안보와 국민의 안전을 지킬 수 있도록 군 전투역량을 강화하는 예산은 증액함으로써 국민의 세금이 적재적소에 사용되도록 하였다”고 말했다. - 3 - [파일: [보도자료] 국회 국방위원회, 남수단 한빛부대 현장방문 (1).txt] 보 도 자 료 보도일시 배포 즉시 보도 배포일시 2023. 7. 10.(월) 공보담당관실 02-6788-3655 행정실장 김건식 위 원 회 국방위원회 미디어지원관 (02-6788-5305) 국회 국방위원회, 남수단 한빛부대 현장방문 - 2013년 국회 비준으로 파병, 올해로 10년간 재건지원 임무 수행 중 - - 현 위원장(국민의힘)과 전 위원장(더불어민주당) 여야 함께 파병부대 응원 - - 유엔 남수단 임무단(UNMISS)에 선진국 파병부대로서 역할 확대 검토 요청 - 국회 국방위원회(위원장 한기호) 소속 위원, 국방부, 합동참모본부는 7월 3일부터 7일까지 한빛부대(대한민국 남수단 재건지원단)를 격려하기 위해 남수단을 방문하였다. 국방위원회의 한빛부대 방문은 지난 2015년에 방문한 이후 이번이 두 번째로, 파병 10주년*을 기념하여 이루어졌다. *한빛부대(대한민국 남수단 재건지원단)는 2013년 국회 비준을 통해 아프리카 남수단에 파병되어, 남수단 주 보급로 3개 구간 2,186㎞를 보수하는 등 사회기반 시설을 구축하고 있으며, 한빛 직업학교, 한빛 농장을 운영하여 지역주민의 기술 역량 및 자립의지를 강화하도록 지원하고 있다. 이에 한빛부대는 UNMISS 내 UN PKO 군의 모범사례로 꼽히고 있으며, 지역주민들로부터 ‘신이 내린 선물’로 평가받고 있다. - 1 - 특히, 이번 방문단에는 현 국방위원장인 국민의힘 한기호 위원과 20대 국회 후반기 국방위원장인 더불어민주당 안규백 위원이 동행하여, 여야가 함께 한빛부대의 평화유지 활동을 응원한다는 점에서 큰 의미가 있었다. 한기호 국방위원장 등 방문단은 한빛부대 방문에 앞서 7월 3일 남수단 수도인 Juba에서 남수단 대통령비서실장 바르나바 마리알 벤자민 (Barnaba Marial Benjamin)과 환담을 진행하였다. 바르나바 대통령 비서실장은']"
26,"['지난 10년간 남수단 재건을 지원해온 한빛부대의 적극성과 성실성에 감사 인사를 전하였고, 한기호 위원장은 한빛부대 활동과 교민 안전에 대한 남수단 정부의 지속적인 관심과 지원을 당부하였다. 또한, 안규백 위원은 8년 전에 비해 안정된 남수단 환경에 놀라움을 표하면서, 대한민국 국회도 남수단 발전을 위한 지원방안을 검토할 것이라 언급하였다. 한기호 위원장과 안규백 위원을 포함한 방문단은 다음날 한빛부대가 주둔하고 있는 Bor로 이동하여 부대방문 일정을 진행하였다. 방문단은 주요 직위자 간담회를 통해 부대 활동 사항을 보고 받고 건의 사항을 수렴하고, 이후 280여 명의 부대원과 만찬 간담회를 진행하여 부대원 한명 한명과 교감하며 그간의 노고를 격려하였다. 이날 김기현 국민의힘 당대표도 영상 축사를 통해 한빛부대의 노고에 감사를 표했다. 한기호 위원장과 안규백 위원은 부대원의 안전과 건강 유지를 최우선으로 강조하였고, 파병부대의 어려운 여건에 대해 국회 차원에서도 관심을 가질 것이라 약속하였다. - 2 - 대표단은 한빛부대 방문일정을 마치고, Juba로 돌아와 남수단 교민행사를 진행하였다. 남수단에는 민간인과 정부 파견 인원 등을 포함하여 약 10여 명의 자국민이 거주 중이다. 이날 간담회에서는 최근 남수단 정세를 평가 하고, 대한민국과 남수단 간의 교류 필요성과 그 방안 등을 논의하였다. 이어서 방문단은 남수단 유엔 평화유지군을 총괄하는 남수단 유엔임무단 특별대사(UNMISS SRSG / United Nations Mission in South Sudan Special Representative of the Secretary General)와 면담을 진행하였다. SRSG는 남수단 재건 작전에 한빛부대가 기여하고 있는 역할을 높게 평가하였고 한빛부대가 앞으로도 중요한 임무를 계속 수행해주길 요청하였다. 한기호 위원장은 더욱 효과적인 UN 평화유지 활동을 위해 UNMISS 지휘부 내 한국 측의 관여가 커져야 한다고 강조하였다. 안규백 위원도 이 점에 공감하며 한빛부대가 선진국 파병부대로서 적합한 활동과 역할을 수행할 수 있도록 UNMISS에 심도 깊은 검토를 요구하였다. 한기호 국방위원장과 안규백 위원은 이번 출장을 통해 해외파병 인원의 열악한 근무 환경에 주목하였고, 이를 고려한 근무여건 및 수당 등 제도 개선 필요성에 공감하였다. 또한 국제사회에 한국의 역할이 확대될 수']"
27,"['있도록 해외파병 부대에 우수한 인력이 지속적으로 투입되어야 함을 강조 하였다. //끝. - 3 - [사진1] 남수단 대통령 비서실장 환담 [사진2] 한빛부대 방문 - 4 - [사진3] 남수단 유엔임무단 특별대사와 악수하는 한기호 국방위원장 - 5 - [사진4] Bor공항에 도착한 방문단 - 6 - [파일: [보도자료] 국회 국방위원회, 남수단 한빛부대 현장방문.txt] 보 도 자 료 보도일시 배포 즉시 보도 배포일시 2023. 7. 10.(월) 공보담당관실 02-6788-3655 행정실장 김건식 위 원 회 국방위원회 미디어지원관 (02-6788-5305) 국회 국방위원회, 남수단 한빛부대 현장방문 - 2013년 국회 비준으로 파병, 올해로 10년간 재건지원 임무 수행 중 - - 현 위원장(국민의힘)과 전 위원장(더불어민주당) 여야 함께 파병부대 응원 - - 유엔 남수단 임무단(UNMISS)에 선진국 파병부대로서 역할 확대 검토 요청 - 국회 국방위원회(위원장 한기호) 소속 위원, 국방부, 합동참모본부는 7월 3일부터 7일까지 한빛부대(대한민국 남수단 재건지원단)를 격려하기 위해 남수단을 방문하였다. 국방위원회의 한빛부대 방문은 지난 2015년에 방문한 이후 이번이 두 번째로, 파병 10주년*을 기념하여 이루어졌다. *한빛부대(대한민국 남수단 재건지원단)는 2013년 국회 비준을 통해 아프리카 남수단에 파병되어, 남수단 주 보급로 3개 구간 2,186㎞를 보수하는 등 사회기반 시설을 구축하고 있으며, 한빛 직업학교, 한빛 농장을 운영하여 지역주민의 기술 역량 및 자립의지를 강화하도록 지원하고 있다. 이에 한빛부대는 UNMISS 내 UN PKO 군의 모범사례로 꼽히고 있으며, 지역주민들로부터 ‘신이 내린 선물’로 평가받고 있다. - 1 - 특히, 이번 방문단에는 현 국방위원장인 국민의힘 한기호 위원과 20대 국회 후반기 국방위원장인 더불어민주당 안규백 위원이 동행하여, 여야가 함께 한빛부대의 평화유지 활동을 응원한다는 점에서 큰 의미가 있었다. 한기호 국방위원장 등 방문단은 한빛부대 방문에 앞서 7월 3일 남수단 수도인 Juba에서 남수단 대통령비서실장 바르나바 마리알 벤자민 (Barnaba Marial Benjamin)과 환담을 진행하였다. 바르나바 대통령 비서실장은 지난 10년간 남수단 재건을 지원해온 한빛부대의 적극성과 성실성에 감사 인사를 전하였고, 한기호 위원장은 한빛부대 활동과 교민 안전에 대한']"
28,"['남수단 정부의 지속적인 관심과 지원을 당부하였다. 또한, 안규백 위원은 8년 전에 비해 안정된 남수단 환경에 놀라움을 표하면서, 대한민국 국회도 남수단 발전을 위한 지원방안을 검토할 것이라 언급하였다. 한기호 위원장과 안규백 위원을 포함한 방문단은 다음날 한빛부대가 주둔하고 있는 Bor로 이동하여 부대방문 일정을 진행하였다. 방문단은 주요 직위자 간담회를 통해 부대 활동 사항을 보고 받고 건의 사항을 수렴하고, 이후 280여 명의 부대원과 만찬 간담회를 진행하여 부대원 한명 한명과 교감하며 그간의 노고를 격려하였다. 이날 김기현 국민의힘 당대표도 영상 축사를 통해 한빛부대의 노고에 감사를 표했다. 한기호 위원장과 안규백 위원은 부대원의 안전과 건강 유지를 최우선으로 강조하였고, 파병부대의 어려운 여건에 대해 국회 차원에서도 관심을 가질 것이라 약속하였다. - 2 - 대표단은 한빛부대 방문일정을 마치고, Juba로 돌아와 남수단 교민행사를 진행하였다. 남수단에는 민간인과 정부 파견 인원 등을 포함하여 약 10여 명의 자국민이 거주 중이다. 이날 간담회에서는 최근 남수단 정세를 평가 하고, 대한민국과 남수단 간의 교류 필요성과 그 방안 등을 논의하였다. 이어서 방문단은 남수단 유엔 평화유지군을 총괄하는 남수단 유엔임무단 특별대사(UNMISS SRSG / United Nations Mission in South Sudan Special Representative of the Secretary General)와 면담을 진행하였다. SRSG는 남수단 재건 작전에 한빛부대가 기여하고 있는 역할을 높게 평가하였고 한빛부대가 앞으로도 중요한 임무를 계속 수행해주길 요청하였다. 한기호 위원장은 더욱 효과적인 UN 평화유지 활동을 위해 UNMISS 지휘부 내 한국 측의 관여가 커져야 한다고 강조하였다. 안규백 위원도 이 점에 공감하며 한빛부대가 선진국 파병부대로서 적합한 활동과 역할을 수행할 수 있도록 UNMISS에 심도 깊은 검토를 요구하였다. 한기호 국방위원장과 안규백 위원은 이번 출장을 통해 해외파병 인원의 열악한 근무 환경에 주목하였고, 이를 고려한 근무여건 및 수당 등 제도 개선 필요성에 공감하였다. 또한 국제사회에 한국의 역할이 확대될 수 있도록 해외파병 부대에 우수한 인력이 지속적으로 투입되어야 함을 강조 하였다. //끝. - 3 - [사진1] 남수단 대통령 비서실장 환담 [사진2] 한빛부대 방문 - 4 -']"
29,"['[사진3] 남수단 유엔임무단 특별대사와 악수하는 한기호 국방위원장 - 5 - [사진4] Bor공항에 도착한 방문단 - 6 - [파일: [보도자료] 소령 정년, 45세에서 50세로 5년 연장 (1).txt] 보 도 자 료 보도일시 배포 즉시 보도 배포일시 2023. 3. 23.(목) 공보담당관실 02-6788-3655 서기관 김건식 위 원 회 국방위원회 미디어지원관 (02-6788-5305) 소령 정년, 45세에서 50세로 5년 연장 - 전체회의에서 소령의 정년을 연장하는 「군인사법」 일부개정법률안 등 의결 - 국회 국방위원회(위원장 한기호)는 오늘(3.23.) 오전 9시 30분에 전체회의를 열어 법률안심사소위원회에서 심의·의결한 「군인사법」 개정안, 「군인의 지위 및 복무에 관한 기본법」 개정안 등 소관 법률안을 의결하였다. 이날 국방위원회에서 의결된 법률안 중 「군인사법」 개정안은 연령정원이 60세 미만인 직업군인들 중 소령 계급의 연령정년을 45세에서 50세로 5년 연장 하는 내용이다. 이 법률안은 지난 2020년 8월에 발의되어 법안심사 소위에서 심도 있게 논의되어 왔다. 현재 소령의 정년은 45세로 1993년 정년이 연장된 이후 지난 27년 동안 현재의 짧은 정년을 유지해 오고 있어 사회의 정년연장 추세를 반영하지 못 한다는 지적이 제기되어 왔다. 또한, 그간 출산율 감소로 점차 병역가용 자원이 감소하는 상황에서 숙련된 간부를 활용하고 우수한 장교 자원 모집을 위해서는 - 1 - 지나치게 짧은 소령의 정년을 연장할 필요가 있다는 의견이 많았다. 이에 국방위원회에서는 군인의 직업안정성을 강화하고 군의 전투력을 상승 시키기 위하여 다른 계급(대령: 56세, 중령: 53세, 원사: 55세, 상사: 53세)에 비해 연령 정년이 특히 낮은 소령 계급의 정년을 5년 연장하는 「군인사법」 개정안을 의결하였다. 한편, 국방위원회는 오늘 군 내 발생한 성추행 및 성폭력 행위 등에 대한 신고의무를 규정하고, 성폭력 행위 등으로 피해를 입은 피해자를 보호하기 위한 법률·의료 지원 등의 근거를 마련하는 「군인의 지위 및 복무에 관한 기본법」 개정안도 함께 의결하였다. 이날 한기호 국회 국방위원장은 “현재 다른 계급에 비해 특히 낮은 소령 계급의 정년을 연장함으로써 군의 전문성을 제고하는 한편, 최근 사회적으로 큰 충격을 주었던 군내 성범죄 문제 해결을 위한 제도적 방안을 마련하기 위하여']"
30,"['관련 법률안을 심도 있게 심사한 결과, 오늘 해당 법률안을 여야 구분 없이 초당적으로 협력하여 의결하였다”고 말했다. 【붙 임】 한기호 국방위원장 사진 - 2 - [파일: [보도자료] 소령 정년, 45세에서 50세로 5년 연장.txt] 보 도 자 료 보도일시 배포 즉시 보도 배포일시 2023. 3. 23.(목) 공보담당관실 02-6788-3655 서기관 김건식 위 원 회 국방위원회 미디어지원관 (02-6788-5305) 소령 정년, 45세에서 50세로 5년 연장 - 전체회의에서 소령의 정년을 연장하는 「군인사법」 일부개정법률안 등 의결 - 국회 국방위원회(위원장 한기호)는 오늘(3.23.) 오전 9시 30분에 전체회의를 열어 법률안심사소위원회에서 심의·의결한 「군인사법」 개정안, 「군인의 지위 및 복무에 관한 기본법」 개정안 등 소관 법률안을 의결하였다. 이날 국방위원회에서 의결된 법률안 중 「군인사법」 개정안은 연령정원이 60세 미만인 직업군인들 중 소령 계급의 연령정년을 45세에서 50세로 5년 연장 하는 내용이다. 이 법률안은 지난 2020년 8월에 발의되어 법안심사 소위에서 심도 있게 논의되어 왔다. 현재 소령의 정년은 45세로 1993년 정년이 연장된 이후 지난 27년 동안 현재의 짧은 정년을 유지해 오고 있어 사회의 정년연장 추세를 반영하지 못 한다는 지적이 제기되어 왔다. 또한, 그간 출산율 감소로 점차 병역가용 자원이 감소하는 상황에서 숙련된 간부를 활용하고 우수한 장교 자원 모집을 위해서는 - 1 - 지나치게 짧은 소령의 정년을 연장할 필요가 있다는 의견이 많았다. 이에 국방위원회에서는 군인의 직업안정성을 강화하고 군의 전투력을 상승 시키기 위하여 다른 계급(대령: 56세, 중령: 53세, 원사: 55세, 상사: 53세)에 비해 연령 정년이 특히 낮은 소령 계급의 정년을 5년 연장하는 「군인사법」 개정안을 의결하였다. 한편, 국방위원회는 오늘 군 내 발생한 성추행 및 성폭력 행위 등에 대한 신고의무를 규정하고, 성폭력 행위 등으로 피해를 입은 피해자를 보호하기 위한 법률·의료 지원 등의 근거를 마련하는 「군인의 지위 및 복무에 관한 기본법」 개정안도 함께 의결하였다. 이날 한기호 국회 국방위원장은 “현재 다른 계급에 비해 특히 낮은 소령 계급의 정년을 연장함으로써 군의 전문성을 제고하는 한편, 최근 사회적으로 큰 충격을 주었던 군내 성범죄 문제 해결을 위한 제도적 방안을 마련하기 위하여']"
31,"['관련 법률안을 심도 있게 심사한 결과, 오늘 해당 법률안을 여야 구분 없이 초당적으로 협력하여 의결하였다”고 말했다. 【붙 임】 한기호 국방위원장 사진 - 2 -']"
