user_id,watch_ratio,weekly_minutes,login_days_7d,sessions_7d,assignment_submit_rate,quiz_avg,forum_posts_30d,device_main,signup_channel,paid,signup_date,last_active_date,completed
U972257,0.7937155166577557,42.0395728957157,4,7,0.45581483676680423,67.99537463742043,2,pc,sns,N,2025-06-21,2025-07-23,0
U337172,0.1196186764692372,40.76201634346519,2,11,0.6719264772558631,53.668087501458515,2,MOBILE,search,0,2025-11-27,2026-04-05,0
U800875,0.1319415760985327,229.65748936768486,6,8,0.6441685933502926,57.5099343617135,2,mobile,sns,N,2025-07-20,2025-09-28,0
U335025,0.26870037991343204,209.04323609063923,0,9,0.2715222945206308,53.90575230832063,2,mobile,ad,True,2025-06-21,2025-11-25,0
U745200,0.6824244155765482,77.79181361303635,4,12,0.45276846452286856,미응시,0,mobile,ad,N,2025-12-15,2026-05-22,1
U810105,0.4105473451811077,57.23821049786458,5,17,0.5293059734937384,78.79139031805303,2, mobile,sns,1,2025-05-02,2025-09-24,0
U504424,0.15413120506669803,272.68016515777487,6,7,0.4930287838786617,62.04434729161568,2,mobile,sns,1,2025-03-17,2025-08-15,0
U763226,0.40338858486429596,60.177424480135286,1,10,0.6768463088718798,85.65618179431272,1,PC,sns,True,2025-02-20,2025-05-29,0
U345017,56%,47.762342743207576,4,5,0.1977439331541779,70.33099728815692,5,pc,sns,0,2025-08-17,2026-01-21,0
U171328,0.7021374340522393,61.54031531325955,6,5,0.23772170214673444,67.94833109422082,1,mobile,referral,1,2025-07-05,2025-12-17,1
U186751,0.3283548309735064,149.7618657481135,6,8,0.24687133129304464,72.23471602414497,1,pc,referral,False,2025-10-09,2025-11-28,1
U502320,0.6004442509083403,364.792610362412,1,11,0.6859182513082516,91.53216904458851,3,tablet,sns,0,2025-02-23,2025-05-10,0
U912341,0.5723840939903695,81.28091985357172,7,7,0.691744884106496,52.80125831280769,2,mobile,search,0,2025-04-27,2025-08-16,1
U214819,91%,228.00872408229566,2,14,0.264081508496373,95.18913759986802,0,mobile,ad,0,2025-02-13,2025-07-18,0
U510198,56%,126.53301497932539,3,11,0.42548645035718263,85.44224152494489,0,pc,sns,0,2025-04-23,2025-07-02,0
U733628,0.7622512738220599,26.872435266796096,1,7,0.11963149466331342,71.69680906947642,2,pc,search,Y,2025-12-16,2026-02-01,1
U229507,0.7630168107015605,82.92597962031657,1,9,0.1457669697214299,88.56235958678158,0,pc,ad,1,2025-11-23,2026-01-20,1
U749454,0.16593244493354492,210.3698312709057,2,11,0.26148047305011685,,0,MOBILE,ad,0,2025-06-30,2025-11-21,0
U375360,0.32213792584909257,203.96538168360317,1,5,0.6813611861503215,75.99949725457765,2,pc,referral,0,2025-02-06,2025-05-11,0
U827793,0.7915712564551948,75.29394990564157,5,10,0.5733571383268614,64.42019689441574,0,mobile,ad,N,2025-12-29,2026-02-13,1
U621297,0.5679688668650734,178.7094344716413,4,15,0.2527555088225928,85.5306522943941,0,MOBILE,sns,1,2025-02-27,2025-07-06,0
U592215,0.5290703607296532,109.45817790893805,3,13,0.2942391644535994,62.098421526700655,3,mobile,referral,N,2025-02-06,2025-06-05,0
U259095,0.2896892356783048,146.3943297814662,4,6,0.1785514422473608,71.28085095397563,1,pc,sns,False,2025-05-30,2025-08-31,0
U516884,0.8407046085472737,235.29179077970647,4,5,,81.50794345655274,1,mobile,ad,False,2025-12-09,2026-03-31,1
U870951,0.6778660160288008,77.31247456801442,1,11,0.33803605612707766,86.67465498083455,2,mobile,sns,1,2025-10-18,2025-11-28,1
U117571,0.2748036951008248,92.480871616387,2,8,0.5046808583655827,60.50382941523565,1,pc,sns,0,2025-05-11,2025-06-13,0
U782666,22%,237.76635596849263,7,11,0.39125864261942517,82.54393529168512,1, mobile,ad,0,2025-06-15,2025-11-08,0
U543485,0.808056260756155,343.39186093244774,0,7,0.05677318067033105,58.252208864233495,1,pc,sns,N,2025-01-23,2025-05-26,0
U747515,21%,195.62407011925524,7,7,0.18522364672776603,41.89536844147499,2,mobile,ad,1,2025-04-09,2025-10-02,0
U696967,0.6391022150572423,141.06593083575495,7,12,0.7108746667793411,61.52710893876898,1,MOBILE,sns,0,2025-09-01,2026-02-17,1
U488883,0.6898102493992572,194.59257550512595,2,11,0.46294060613957677,83.68523966506845,0,mobile,referral,1,2025-06-02,2025-08-06,0
U377800,83%,82.629261576158,2,7,0.3859024883363633,71.82896369431013,1,tablet,search,1,2025-12-23,2026-03-16,1
U664577,0.687404283111737,122.17215448220273,1,6,0.524975284803461,64.5100283954133,3,pc,referral,0,2025-06-12,2025-11-12,1
U226201,0.48976911995451705,40.42295050684881,4,14,0.3046570698874779,,1,mobile,search,Y,2025-11-05,2025-11-05,0
U625687,0.728198280167118,83.83966253266226,1,7,0.6681523481738401,72.31359542223457,0,pc,sns,True,2025-09-22,2026-02-25,1
U185225,0.5989784783164912,151.7607212656613,6,12,0.48984462458817174,80.70657968410056,0,pc,sns,,2025-07-04,2025-08-03,0
U684861,0.6752724002532655,132.9186245955856,3,8,0.31712055753862417,미응시,1,mobile,ad,1,2025-11-13,2025-12-30,1
U665870,0.7250756837613449,20.240166196313897,7,9,0.8642400263102701,미응시,0,MOBILE,referral,N,2025-11-13,2026-02-08,1
U175999,0.09117247543709915,101.54755162771562,6,5,0.424767035724737,73.73988180158133,1,pc,referral,N,2025-04-27,2025-09-01,0
U781738,0.5632557215738686,131.30994335107326,3,9,0.6942950749070592,,0,mobile,search,N,2025-04-12,2025-06-15,0
U474226,0.68276456800583,134.3624172468658,4,6,,52.6928461027151,2,pc,sns,1,2025-09-15,2026-03-03,1
U808197,0.5643916968424366,47.04191238366595,0,6,0.20329628291693005,66.89408213424655,1,mobile,ad,1,2025-01-10,2025-05-31,0
U137452,0.5524753060692643,180.68476696142326,0,11,0.3055624105342272,,0,pc,ad,0,2025-09-13,2026-01-24,0
U261510,0.5540684621611848,316.2488496161889,4,2,0.8158788423680332,72.16864435077741,2,tablet,ad,True,2025-06-08,2025-10-25,1
U544591,0.34792280717394974,193.31491222593527,3,12,0.3424803292019772,64.21112126119456,3,mobile,search,1,2025-10-07,2025-10-12,0
U269402,0.6204354279335759,122.2252805243485,3,3,0.4761566221269709,63.63731569846026,2,mobile,ad,1,2025-02-17,2025-07-15,0
U396874,0.453030678338452,276.39086102774877,0,10,0.2944273793447741,66.46753149929023,2,pc,ad,0,2025-07-29,2025-11-15,0
U694538,0.11408531322791089,82.78195663931034,6,8,0.5706274437380078,76.1793046588824,3,pc,referral,N,2025-07-15,2025-08-17,0
U230071,0.7495181995910425,167.28511176351245,3,9,0.29508015816740063,89.42469409510645,1,mobile,search,0,2025-01-06,2025-05-26,0
U709931,0.7209730157065753,114.3961768477938,3,6,,40.91444358978232,1,mobile,sns,N,2025-07-10,2025-07-29,0
U193062,0.5753272732911265,278.11852860573197,3,11,0.5241779172673511,80.72202969822555,2,pc,ad,0,2025-08-27,2025-12-16,1
U257666,0.49106701691872184,63.26678834735253,3,9,0.5663849991648844,70.44387674329128,2,MOBILE,ad,N,2025-05-28,2025-09-08,0
U628879,0.6151058312615764,63.16042641921502,5,11,0.663966678374153,79.3601119353837,0,MOBILE,sns,0,2025-08-11,2025-08-16,0
U814134,0.5559303254565764,240.8741663157818,6,10,0.4789499266307124,미응시,2,mobile,search,1,2025-04-29,2025-07-05,1
U253533,0.30306683503183374,160.29120745405174,4,14,0.3629654189732779,61.428234938567954,0,tablet,search,False,2025-08-11,2025-09-01,0
U369993,0.4569318614081149,252.02270307027078,1,12,0.14630850715278743,85.22026549056146,0,mobile,referral,0,2025-03-30,2025-09-17,0
U932607,0.28274039420185054,67.45349695520561,6,7,0.675765040661096,54.443399899409,1,pc,search,,2025-04-13,2025-09-05,1
U990714,0.4745691847518101,75.97028719646171,2,9,0.6886414038324898,73.78638925874158,1,mobile,search,0,2025-01-26,2025-07-25,0
U622954,0.41719632257834477,144.2457774414314,0,10,0.8630407586016399,68.60476522929623,3,PC,sns,1,2025-02-05,2025-05-04,0
U502333,0.8595400108004563,41.71268945147938,0,9,0.570805204467283,72.64791255210343,2,mobile,ad,,2025-02-18,2025-04-18,0
U412182,0.4894793953992222,138.31454158143293,6,12,,58.153520012107,0,pc,sns,0,2025-03-10,2025-08-30,0
U651206,0.15474594775554848,91.55889702083219,3,10,0.7739751373066183,78.11636838470282,0,pc,search,0,2025-09-19,2025-11-13,0
U631823,0.617087831692749,113.9821808568457,0,13,0.35270615568768265,94.20802171720693,2,PC,ad,0,2025-03-20,2025-06-03,0
U365277,0.7641064017188748,180.05607437276538,6,10,0.3092571342702168,,4,mobile,search,0,2025-05-10,2025-06-03,0
U120523,0.7520890748384151,185.4539892675155,2,14,0.5642301270580015,74.65503730328513,0,mobile,search,1,2025-03-05,2025-07-31,1
U236348,0.37161645308032953,307.3286826073095,7,9,0.2597492300931343,83.98222369510619,1,mobile,sns,0,2025-06-04,2025-06-25,0
U962702,0.5617239446410275,220.25521064449364,7,14,0.5758198429173151,,1,mobile,referral,0,2025-03-31,2025-04-06,0
U476339,0.17342898450964842,27.52767226702282,0,9,0.35695531767734295,91.0455009017932,0, pc,sns,N,2025-04-30,2025-09-27,0
U534072,0.11240345004368622,66.86354370025066,5,11,0.7278583621627928,65.984363220138,3,tablet,search,0,2025-01-26,2025-06-27,1
U520396,0.6378442348118292,70.75317931855236,4,7,0.6024485202034879,70.37187415521687,1,pc,referral,0,2025-07-03,2025-12-04,1
U804460,0.4656555082286848,207.49041632673925,1,11,0.15980816962097055,58.095841250028,1, mobile,sns,N,2025-04-09,2025-09-11,0
U158460,0.9106427300220837,282.6543241834469,2,10,0.6545575037050536,73.77226499897705,1,MOBILE,ad,N,2025-08-26,2025-09-20,1
U174456,0.3686664581187437,51.69664028076241,3,15,0.3620745571500717,72.04232123698559,1,mobile,ad,True,2025-12-30,2026-03-05,0
U348262,53%,210.52167166127174,1,15,,미응시,1,mobile,ad,1,2025-06-26,2025-11-11,1
U537992,0.5891367879953535,122.36969617924943,5,9,0.3639472053097075,63.093115434087885,2,pc,ad,1,2025-07-06,2025-08-31,0
U704010,0.3651758676832411,111.96713414811597,2,9,0.5897034858331666,62.45206125629196,0,MOBILE,search,0,2025-10-30,2026-03-19,0
U541635,0.5361123142745429,81.93275124388417,7,7,0.38973046243377013,78.47488965059974,2,mobile,search,0,2025-05-06,2025-10-17,0
U497050,0.3998688382468683,102.44102684651442,6,9,0.40530059360886883,91.5606668610439,1,pc,referral,1,2025-02-21,2025-08-13,0
U944042,0.7712113356245273,138.71962312637754,5,11,0.3885112953543459,80.80614346683377,1,mobile,search,1,2025-09-20,2026-02-07,1
U244916,0.5415271387125019,88.23303895971051,0,14,0.7694623783265244,97.86377148055603,3,MOBILE,ad,1,2025-08-25,2026-01-16,1
U614554,0.3381558987082933,155.63531188170128,0,15,0.3774697293042437,79.77430459710735,0,mobile,referral,0,2025-06-20,2025-10-06,0
U588019,0.41297431248473093,112.27219028966981,1,8,0.24528565143483097,79.27009998196115,1, mobile,search,0,2025-05-21,2025-06-04,0
U526139,0.3053645307460197,104.67152317512458,3,10,0.6284181546902803,,2,mobile,ad,0,2025-01-11,2025-03-30,0
U826836,32%,172.94671482626015,6,12,0.318797955005751,92.83439058090829,1,mobile,ad,1,2025-07-22,2026-01-10,0
U340277,0.5155240116265104,146.66777688764947,1,6,0.7340004050747191,89.32598092564061,1,pc,sns,1,2025-07-19,2025-12-31,1
U958394,0.4860906554799746,21.17418449927272,5,12,0.5892359307495773,미응시,0,mobile,search,1,2025-07-07,2025-08-19,0
U398411,0.3230267696068485,159.58276531290562,0,7,0.5647814553920334,83.20814642654099,1, mobile,sns,True,2025-04-21,2025-09-03,0
U590503,0.7308495312528236,141.82194334541438,2,4,0.5997398284726098,75.71499108117911,4,pc,sns,1,2025-02-25,2025-04-21,0
U568604,0.5579279345572739,228.2858974174194,4,11,0.7642220871656682,69.28350977755501,0,mobile,sns,0,2025-07-27,2025-10-10,1
U864799,0.45078656664022926,4141.218174084024,6,9,0.5205130901170291,47.17899182359611,2,mobile,sns,,2025-08-14,2025-12-09,1
U495019,0.45428243167564547,98.85410415195562,6,7,0.35820153946019795,50.437747256356104,1,mobile,sns,True,2025-03-05,2025-06-02,0
U356102,0.35304772176886795,79.89985699353352,4,21,0.7409073050467372,66.89745891841662,5,mobile,sns,1,2025-02-13,2025-06-02,0
U119450,0.7909451393729283,36.321377463772514,0,13,0.5931271425381132,51.495718881913575,1,mobile,ad,,2025-06-25,2025-07-12,0
U427310,0.9227618075468071,121.30604739018776,2,12,0.533225193990018,67.1874045374452,4,tablet,search,0,2025-01-18,2025-03-12,0
U843661,0.743186863443754,71.29532745240721,6,13,,82.00077753866739,1,mobile,search,1,2025-03-12,2025-08-05,0
U108924,0.9338932822066425,247.92546342334836,0,7,0.5992287185159779,63.86661147161381,1,mobile,search,True,2025-08-20,2025-12-10,1
U906543,0.4832163328822475,124.51075107629664,5,7,0.4167472177723904,73.16847643851732,1,mobile,search,1,2025-04-19,2025-09-18,0
U588543,73%,58.30773798275789,5,5,0.05261539871736879,57.020672584093056,0,mobile,sns,1,2025-06-17,2025-12-08,0
U226224,0.0872916833524833,29.045658213382996,6,9,0.021673505877422915,76.18274198959165,0,pc,search,1,2025-09-08,2025-11-11,0
U371961,0.6513007326052274,37.90006372421616,1,12,0.30019006586812785,미응시,1,pc,search,N,2025-03-06,2025-04-22,0
U598631,0.5410688316146923,151.87044046011343,1,7,0.05855817308990238,52.07892040180201,0,tablet,search,1,2025-03-24,2025-05-19,0
U384122,0.13902786509526124,264.0743476967233,1,10,0.4617954230137349,61.473591847628164,0,MOBILE,referral,1,2025-04-19,2025-07-31,0
U197718,0.47159127626908537,170.60032655636732,3,9,,,0,mobile,search,1,2025-06-01,2025-07-16,0
U954158,0.9069912978726944,113.77397176420449,4,6,0.34080311847896216,79.12900715544993,0,pc,sns,0,2025-07-23,2025-10-01,1
U705015,0.3210711389282033,347.2089838756894,0,9,0.40861273583387664,74.29609184767453,2,mobile,search,1,2025-01-27,2025-02-27,0
U206986,0.773282189079913,192.28341166601268,4,8,0.2018892405453828,71.30403488070188,1,mobile,search,1,2025-06-22,2025-08-30,1
U353110,31%,146.0132762409133,1,8,0.3745646032383438,70.20405846602154,2,mobile,sns,0,2025-09-08,2026-02-26,0
U319485,0.799042054965896,97.15026655191562,4,13,0.3554453476324501,76.51969609605628,0, mobile,referral,Y,2025-11-06,2026-01-21,1
U693479,0.6079066608703395,271.8095969586356,2,11,0.6586802205934843,76.79992088815968,1,pc,sns,1,2025-07-16,2025-11-30,1
U757265,0.3579157619554308,103.11010987885757,7,11,0.7797401898189278,65.0619150866104,0,pc,referral,True,2025-08-16,2025-11-01,1
U754294,87%,71.12620791268549,2,11,0.7096642223047538,63.101644745814184,2,pc,search,N,2025-10-24,2026-01-10,1
U944884,0.2830441725873364,116.77307939188952,6,11,,71.17406726948384,1,mobile,referral,N,2025-09-22,2026-01-19,0
U791781,0.5409678666177468,131.3091758665299,1,12,0.6809810823934747,69.34371142800376,1,pc,sns,1,2025-07-14,2025-08-02,0
U388611,0.7222473583771764,201.91043092811094,0,12,0.7133836755681368,100.0,2,pc,sns,1,2025-07-26,2025-09-28,1
U196966,0.17842973256473274,70.01280297351285,1,13,,66.62547458680487,3,pc,sns,0,2025-12-28,2026-01-22,0
U653177,0.11301194491469012,78.8605248210217,3,18,0.35521683073104343,미응시,1,mobile,sns,1,2025-10-03,2025-11-08,0
U924409,0.5866302310827748,81.63937845585839,7,10,0.6282669382516247,78.52297083596409,1,tablet,search,0,2025-03-29,2025-08-04,1
U977638,0.49547100036488395,112.99955531342744,1,13,,91.60734006859869,2,mobile,search,0,2025-06-15,2025-07-16,1
U307192,0.3648576017795479,59.17479509842494,6,8,0.651215917390464,60.64341571555411,0,mobile,search,1,2025-09-28,2025-11-03,0
U312809,0.4496387631304069,246.22046796716032,5,14,0.5357052001747435,미응시,3,pc,sns,0,2025-07-10,2025-10-21,1
U133671,0.13564034442526618,38.214103761872664,2,8,,69.93646195950822,0,pc,search,0,2025-06-07,2025-08-08,0
U227135,0.2905256535253148,276.2680654526783,2,6,0.8497287190477781,100.0,1,pc,sns,True,2025-08-10,2025-09-01,0
U599366,0.34809450395250957,190.44954517271293,7,9,0.6827948743167609,77.07643106916609,0,mobile,search,0,2025-05-17,2025-11-06,1
U592122,0.5175685281249259,67.12757378958034,5,15,0.18561153875373193,54.79499218908785,2,pc,search,N,2025-09-04,2026-02-18,0
U433829,0.47469238033499667,107.38961900872465,1,14,0.26884301228436647,69.2397785829996,1,mobile,ad,,2025-09-24,2026-01-07,1
U378959,0.582984400903741,74.52708060792642,7,7,0.5473121225959697,90.70777100259555,1,pc,ad,1,2025-11-23,2026-02-26,1
U846809,0.6708013365169041,192.3571311900227,3,13,0.23989535808273002,73.14157616175717,1,mobile,sns,1,2025-12-14,2026-05-09,1
U514030,0.8302881543800276,260.0442481180279,0,9,,71.16524429364054,1,mobile,search,0,2025-09-16,2026-03-11,1
U236385,0.28355076952700803,524.0010257791565,6,4,0.5133589712346435,82.06596029414757,2,pc,ad,0,2025-10-03,2025-10-21,1
U966889,0.5958248086073866,164.26319047042037,6,9,0.17452403087267285,67.17003233065424,2,pc,search,N,2025-10-09,2025-10-26,0
U385424,0.7612061362081511,39.025351685921954,3,6,0.4515748911145354,69.04973553903889,3,mobile,search,1,2025-05-01,2025-06-29,0
U282464,0.8943540819857648,63.63515892586453,5,8,0.291893639637696,58.774556860958306,1,mobile,ad,1,2025-11-30,2026-01-24,1
U957608,0.1805523403423028,159.47036065626412,1,14,0.3607851488937012,,0,mobile,search,0,2025-07-05,2025-12-14,0
U671347,0.4358452917568035,110.29005344975286,6,8,0.49750760546928946,54.88344209053456,1,mobile,sns,True,2025-11-12,2026-02-11,1
U361825,0.6794270013854763,188.9153505773413,2,14,0.7358402762237769,74.37253323668884,1,mobile,sns,1,2025-03-21,2025-08-14,1
U659673,73%,147.57444659830375,2,10,0.18192197265233645,78.71838367314706,0,pc,referral,0,2025-04-23,2025-08-21,0
U563550,94%,67.80556111035976,4,8,0.6479626340458023,71.80888432114153,2,mobile,ad,N,2025-08-14,2025-12-22,1
U914978,0.7169345614538525,99.56412165688981,2,10,0.5214810664431375,54.445920863142476,1,mobile,search,1,2025-07-30,2026-01-19,1
U330368,0.5378491539549698,194.21786813369528,4,10,0.4671734971930355,58.01730361204413,0,pc,ad,1,2025-05-27,2025-09-10,0
U992243,0.7620978471465597,152.58497052649287,5,13,,,3,mobile,search,N,2025-03-22,2025-08-09,1
U942438,0.16270073653759834,190.1477289186624,3,10,0.5149472703615777,61.08168967965384,2,mobile,ad,0,2025-03-25,2025-05-12,0
U262631,0.8028171872110896,49.06685639384486,6,5,0.19335694284113486,42.991758885161495,0,mobile,ad,1,2025-09-22,2025-11-08,1
U248146,71%,71.04813226612931,3,13,0.33594294966909677,77.41769651904738,0,mobile,search,Y,2025-01-08,2025-04-23,0
U579840,0.26939675116914735,236.08855163574063,7,10,0.6163677667686895,59.78506468061907,2,mobile,search,0,2025-02-13,2025-07-26,0
U140419,0.5113083382163693,50.496036372423546,2,10,0.530855150792422,80.83706982998352,0, PC,search,False,2025-12-03,2025-12-12,0
U368917,0.9011729680311815,183.61782675551495,5,16,0.5728552069132127,69.17730182486001,0,mobile,sns,0,2025-12-23,2026-03-23,1
U491586,0.5041575605791329,46.35428187707434,4,7,0.9263752556084727,미응시,3,pc,sns,1,2025-01-29,2025-03-06,0
U972435,0.4990131958617711,130.07350681079305,7,9,0.3247699961984533,72.73133456223904,0,pc,search,1,2025-02-21,2025-07-31,0
U993137,0.7184301494026477,90.51269658330969,1,9,0.5868128497330873,56.06109337915466,1, pc,ad,N,2025-04-30,2025-08-01,0
U236385,0.4741374502615425,67.15738987556578,1,11,0.26886669856585976,60.44365677363344,0,tablet,search,1,2025-08-02,2025-08-09,0
U902508,0.45238929097307623,136.43232652440238,6,15,0.8509435502572532,68.36106331743471,2,pc,ad,N,2025-03-11,2025-03-11,0
U181835,0.9349411684859172,229.50099936020686,7,7,0.3722838419001063,55.979199053212014,3,PC,ad,Y,2025-12-24,2026-04-18,1
U773746,0.30517890984399343,77.6814096659558,5,8,0.4259197470351144,81.993447232463,0,mobile,search,0,2025-06-29,2025-08-10,0
U861077,0.7543066574989489,24.3798830519425,3,11,0.1041980751816029,67.69669427316674,1,mobile,ad,0,2025-07-15,2025-07-22,0
U901712,0.6256543576703361,112.27086301079946,3,5,0.5498258359026297,51.7078875768873,0,pc,ad,False,2025-03-12,2025-04-08,0
U301075,0.39258724810701845,66.69509330045717,5,12,0.16998896797120694,64.1735942969536,0,pc,sns,,2025-04-23,2025-05-20,1
U904101,0.44826139749670424,196.55295324224278,5,9,0.8421964411474518,,1,pc,sns,True,2025-09-25,2025-11-26,1
U204382,0.6267575192836723,90.34092668985443,2,10,0.39004752527649295,65.75473365083359,3, pc,ad,False,2025-08-19,2025-12-26,1
U566972,0.7096331559400911,79.6011380357144,0,12,0.22444949808285936,77.59742240953965,1,pc,search,,2025-03-23,2025-08-25,0
U522590,0.6476061255487419,96.82076904824883,0,8,0.46231932224722233,80.03650889317693,0,pc,referral,1,2025-06-10,2025-09-14,1
U384335,0.4779661288585144,229.4334405779469,2,12,0.314312007290873,100.0,2,pc,ad,0,2025-03-09,2025-08-27,0
U119902,47%,157.1247657472133,5,11,0.027647112216668903,88.10901881905016,1,mobile,sns,N,2025-05-29,2025-10-19,0
U794810,0.6354290443559668,60.112162305083906,3,11,0.43336412702884075,49.09081517891327,1,mobile,ad,N,2025-03-20,2025-04-18,0
U402024,0.18367232865157826,49.01018406211788,4,13,0.20945996241106907,66.95674521001855,0,mobile,referral,Y,2025-12-23,2026-05-05,0
U695494,0.6126473680090372,274.05434965780114,3,7,0.4406983132277637,68.26702190572847,1,mobile,ad,1,2025-04-19,2025-05-30,0
U469197,0.21233811863203592,78.3430671416826,2,18,0.7757913736896284,80.05099291394495,1,mobile,search,1,2025-06-22,2025-12-13,0
U436291,0.35262376052486655,233.38940150651646,5,12,0.7563917054969914,58.929795010176036,0,mobile,referral,Y,2025-08-22,2026-01-22,1
U897665,0.864566102030221,109.44642979488083,5,14,0.739717342142582,64.56246970122326,1,pc,sns,N,2025-01-15,2025-01-26,0
U185019,0.3558408990028444,71.8038259781426,7,9,0.4532263805275588,54.578233737269485,3, mobile,ad,False,2025-03-18,2025-04-18,0
U762954,0.4962338556492913,75.56359361665235,6,11,0.44719699007009717,63.56827987111888,4,PC,sns,True,2025-12-26,2026-03-15,1
U772109,0.3182517198587309,112.70585362849465,3,7,0.15690641166613345,64.0904823384709,0,mobile,referral,N,2025-09-11,2026-01-23,0
U441991,0.3835684149787974,23.44109093517386,5,12,0.5371946243885586,67.61791862001051,3,pc,search,1,2025-03-30,2025-07-07,0
U336214,0.8929457697147036,73.40463778497016,2,11,0.7290363063374872,55.3888216831234,1,mobile,ad,0,2025-06-06,2025-06-21,1
U104776,0.5374643416795131,331.0469613856247,6,10,0.5388375823051195,85.74836035161249,0,mobile,ad,0,2025-11-09,2026-03-02,1
U943130,0.32855689447088027,387.0133681332651,4,7,,78.61099407966739,1,pc,referral,1,2025-03-13,2025-07-08,1
U952957,0.633278633469368,78.55149299750427,6,9,,미응시,0,mobile,ad,0,2025-04-19,2025-10-04,0
U316873,0.7720468627073694,178.00483185630455,2,14,0.7245537566217203,72.363621148344,2,mobile,search,1,2025-03-29,2025-05-16,1
U738913,0.25292541025692794,154.57148543750512,0,7,0.321881273427086,50.08643168360432,0,pc,ad,Y,2025-08-31,2025-09-06,0
U210482,0.5727716171005544,54.04266162424442,1,9,0.36712007294316046,,0,pc,ad,1,2025-07-11,2025-11-23,0
U160878,0.8400759243562664,179.7771929525443,4,11,0.3064133217029652,94.59751722419279,2,mobile,search,,2025-07-02,2025-11-06,1
U848000,0.5588398041712583,95.415536051899,7,12,,71.21967788556036,4,pc,search,0,2025-05-18,2025-08-20,0
U902719,0.19824549126959504,126.82737646239204,5,11,0.7754512652783117,미응시,2,mobile,ad,0,2025-04-30,2025-09-02,0
U237955,0.31238919166766244,200.94390261731976,6,11,0.1375062742339422,62.70022941366193,1,mobile,ad,1,2025-07-06,2025-08-07,0
U772064,0.6804990721164659,99.55549972289951,3,7,0.19851652011623916,65.64761084813873,2,mobile,ad,N,2025-10-18,2025-11-09,0
U261341,0.12937699624556462,98.85189550033473,7,5,0.8537987763663111,70.50441869705561,0,MOBILE,ad,N,2025-10-23,2026-01-03,0
U430487,0.9261069942767078,168.38353045013997,7,8,0.7220060595694521,91.1865750636886,1,mobile,ad,False,2025-10-13,2026-03-23,1
U639443,0.8112973026544088,237.38047179577106,1,12,0.3191281393605488,85.3784253443269,0,pc,sns,True,2025-01-17,2025-04-20,0
U747933,70%,162.81214438509707,6,4,0.5473868276889969,85.59406305227733,3,MOBILE,ad,1,2025-06-28,2025-10-21,1
U887104,0.36953616322832755,101.92881066491854,0,11,0.37053187809030524,74.38809578941988,3,tablet,search,0,2025-05-24,2025-11-20,0
U140306,53%,223.00861191817327,4,10,0.6758505599221016,55.84943586481597,2,mobile,search,0,2025-12-07,2026-01-30,1
U276791,0.622173373600018,150.83068258576915,3,8,0.27682831281934334,61.2192060651572,0,mobile,sns,0,2025-06-01,2025-08-26,0
U352457,0.44130787562540386,266.70691407265804,2,9,0.21498207408182496,72.85009768413403,0,mobile,sns,N,2025-03-31,2025-08-02,0
U379290,0.843914443268549,307.56331018509326,7,12,0.3587108417116227,55.184598644182714,2,mobile,referral,N,2025-04-02,2025-04-29,1
U998224,0.43841747595505526,3229.2283070115127,5,8,0.7790388557178317,미응시,0,mobile,ad,1,2025-03-12,2025-05-23,0
U799663,0.5995338918678285,255.92509082021985,1,9,0.13462119604976247,83.27172929974488,3,pc,ad,1,2025-06-10,2025-09-18,0
U388375,0.4662803363688967,260.32545219869024,1,10,,79.63483548741655,2,pc,ad,1,2025-04-07,2025-05-31,0
U974642,0.37177470528996426,116.57646190552953,0,8,0.3833915436951291,미응시,3,mobile,ad,1,2025-07-26,2025-09-03,1
U549375,0.7493155237313486,260.2822077436207,2,7,0.2786385890194393,미응시,3, mobile,referral,1,2025-03-26,2025-06-13,0
U550666,62%,130.44661658409572,0,11,0.7700568447273888,90.66698115339534,2,mobile,search,Y,2025-08-01,2026-01-07,1
U490328,0.32654018932589585,189.94502730492655,2,14,0.20040396986953837,50.0566053795518,1,mobile,sns,Y,2025-08-13,2025-10-27,0
U229507,0.6017383602461405,122.59081204416984,6,7,0.6051327974485681,69.86151100615848,0,pc,referral,Y,2025-09-01,2026-01-29,1
U940934,0.9046317919612051,43.05815589825458,6,12,0.8016182152013783,80.65960961300503,2,mobile,sns,1,2025-11-18,2026-03-20,1
U112542,0.40750018500724167,358.13019537856997,6,8,0.5484542990242283,77.02036536378752,2,PC,search,0,2025-01-28,2025-02-20,1
U256850,0.6913833338703984,185.53751320408702,3,13,0.9244567741066748,54.110291421356536,2,tablet,sns,0,2025-01-20,2025-07-04,1
U306690,0.5065115285929287,195.20549815303667,5,11,0.19014503421050777,56.623441279348256,0,mobile,search,Y,2025-06-17,2025-10-01,0
U351367,0.7322636326265682,138.27318866545343,7,10,0.23541094198272763,76.01900271369495,1,pc,ad,True,2025-07-07,2025-10-17,1
U218639,0.623629985007817,259.209063196621,0,9,,,0, pc,search,1,2025-10-03,2026-02-06,1
U116165,57%,114.92731349133301,7,6,0.7172704082299108,56.49914617542041,2,mobile,referral,0,2025-03-24,2025-03-31,0
U709892,0.41015346481946774,119.73487111906891,5,10,0.8232987515268302,77.49629694550967,1,pc,sns,True,2025-06-15,2025-07-30,1
