rank,img_src,img_title,mx4d,dolby,atmos,mega_only,summary,score,title,booking_rate,release_date,like
54위,https://img.megabox.co.kr/SharedImg/2025/09/24/gnSBInCPT2rL1Sw2LrIcgc7xQKaLtEUC_420.jpg,그저 사고였을 뿐,0,0,0,1,"어느 날, 나를 지옥으로 이끌던 삐걱 소리가 다시 들렸다.
분명 그놈이다. 하지만 만약에 아니라면?

“그저 사고였을 뿐? 누군가는 그걸 평생 기억해”",8.9점,그저 사고였을 뿐,예매율 0%,개봉일 2025.10.01,386
55위,https://img.megabox.co.kr/SharedImg/2025/08/28/pLJnAy88WMUcZR3yXR4C9XJe32bUnm3D_420.jpg,프랑켄슈타인 : 더 뮤지컬 라이브,0,0,0,1,"“신을 믿어 지독하게. 하지만 그건 축복이 아니야, 저주를 통해서지.”

나폴레옹 전쟁의 참혹한 전장에서 시작된 과학자 빅터 프랑켄슈타인의 실험은 피조물을 탄생시키지만, 예기치 못한 피조물의 실종으로 파국을 맞이한다.

3년 뒤, 빅터 앞에 괴물이 되어 돌아온 피조물은 “교만한 창조주여, 내가 겪은 불행을 돌려주리라”는 저주와 함께 그의 운명을 뒤흔든다.

10년간 무대를 압도해온 한국 창작뮤지컬의 신화, 뮤지컬 〈프랑켄슈타인〉이 스크린에서 다시 살아난다.",9.7점,프랑켄슈타인 : 더 뮤지컬 라이브,예매율 0%,개봉일 2025.09.18,4.5k
56위,https://img.megabox.co.kr/SharedImg/2025/11/24/Y3JcXqulPiujc6fjGVjewlU08IB0E9Rf_420.jpg,[AGF2025] 괴수 8호: 미션 리컨,0,0,0,1,"괴수로 가득한 일본에서 괴물 사체 처리 작업을 하고 있는 ‘히비노 카프카’는
소꿉친구이자 방위대의 떠오르는 스타 ‘아시로 미나’의 모습을 보고
다시 한번 꿈에 도전하기로 결심한다.

어느 날 갑작스럽게 강력한 “괴수 8호”로 변신하게 된 ‘카프카’.
후배 ‘이치카와 레노’의 도움을 받아 정체를 숨긴 채,
그는 오랜 꿈이었던 방위대 시험에 합격하였고
‘미나’의 곁에 서는 것을 목표로 나아간다.

그러나 의문의 괴수가 방위대 기지를 공격하자,
‘카프카’는 절박한 상황 속에서 중요한 결정에 직면하게 되는데…

「호시나의 휴일」
휴일이란 방위대에게는 매우 드물게 평화로운 날.
긴 훈련 끝에 찾아 온 휴일에 방황하는 ‘레노’는 ‘이하루’와 함께
휴일을 보내는 ‘호시나’ 부대장을 미행해보기로 한다.
하지만 두 사람의 미행은 예상치 못한 방향으로 흘러가고 마는데…?!",0점,[AGF2025] 괴수 8호: 미션 리컨,예매율 0%,개봉일 2025.12.05,15
57위,https://img.megabox.co.kr/SharedImg/2025/11/25/6cZCPZ7qRNloTrfcJ4nUTys3FZRV11Rr_420.jpg,[AGF2025] 공주님 “고문”의 시간입니다 EP 13,0,0,0,1,"국왕군과 마왕군이 격돌하고 몇 해가 지났다.
왕녀이자 국왕군 제3 기사단 '기사단장'인 공주는 
마왕군에 붙잡혀 포로가 돼있었다.

'공주님 ""고문""의 시간입니다'

감금된 공주를 기다리고 있는 것은
고통에 몸부림 치게 되는 다양한 ""고문""......

따끈따끈한 갓 구운 토스트!
김이 나는 심야 라멘!
사랑스러운 동물들과의 놀이 시간!

사정없이 내밀어진 맛있는 미식 & 즐거운 놀이에 
공주는 ""고문""을 이겨내고 왕국의 비밀을 
사수할 수 있을 것인가?!",0점,[AGF2025] 공주님 “고문”의 시간입니다 EP 13,예매율 0%,개봉일 2025.12.05,6
58위,https://img.megabox.co.kr/SharedImg/2025/10/28/0RDPSFsx7LYNWwNX8e9CAxHZP2ATMtxI_420.jpg,넌센스,0,0,0,1,"의심스러운 죽음, 사라진 동료, 거액의 보험금, 그리고 한 남자.
냉정한 일처리로 유명한 손해사정사 유나(오아연)는
아빠의 부재로 괴로워하는 엄마(오민애)를 돌보는 한편
갑자기 사표를 낸 직장 동료를 대신해
의문의 사고로 사망한 고객의 사망 보험금 건을 맡게 된다.
거액의 보험금을 수령하게 될 사람은
사망자의 가족도 친척도 아닌 웃음치료사 순규(박용우)
“이 세상 모든 건 진짜예요. 동시에 가짜고. 중요한 건 마음이에요.”
사람들의 마음 속 상처를 치료한다는 순규와 대화를 나눌수록
유나의 마음도 자꾸만 흔들리는데…",8.6점,넌센스,예매율 0%,개봉일 2025.11.26,35
59위,https://img.megabox.co.kr/SharedImg/2025/11/20/GtPTSNOWjT0qO1DlWb0twIMdNvbwL0qh_420.jpg,나혼자 프린스,0,0,0,1,"매니저, 여권, 돈 한 푼 없이 낯선 이국 땅에 혼자 남겨진 아시아 프린스 ‘강준우’(이광수)가 펼치는 생존 코믹 로맨스",7.7점,나혼자 프린스,예매율 0%,개봉일 2025.11.19,127
60위,https://img.megabox.co.kr/SharedImg/2025/09/29/kexKnHpKgtF6vcQGDFVlddtEez493k8A_420.jpg,베이비걸,0,0,0,1,"누가 누구를 지배하는가
맨해튼의 호화로운 아파트, 자상한 예술가 남편과 사랑스런 두 딸, 로봇 자동화 회사의 CEO 로미(니콜 키드먼).
여성들의 롤모델로서 모든 것이 완벽해 보이는 삶이지만, 로미는 지배 당하고 싶은 자신의 욕망이 부끄럽다고 생각해 오랜 결혼생활에도 진정한 즐거움을 찾지 못했다.
출근길에서 목줄이 풀린 개를 완벽하게 통제하는 사무엘(해리스 디킨슨)이 회사의 인턴으로 들어와 무례한 질문을 하고 아무 일도 없었다는 듯 커피를 건네자 로미가 불편할 정도로 흥분한 것을, 이미 서로 눈치챈다.
단숨에 사무엘에게 사로잡힌 로미는 그의 놀잇감을 자처하고 둘만의 욕망 플레이는 점점 로미가 쌓아온 모든 것을 위태롭게 만드는데… 그럼에도 둘의 관계는 부인할 수 없이 뜨겁게 달아오르고, 더 이상 멈출 수 없다!",7.2점,베이비걸,예매율 0%,개봉일 2025.10.29,863
61위,https://img.megabox.co.kr/SharedImg/2025/11/20/BGOJjSjReBDzwJYWMCKSdMDyX3Q4Lb2l_420.jpg,벌새,0,0,0,1,"나는 이 세계가 궁금했다
1994년, 알 수 없는 거대한 세계와 마주한 14살 ‘은희’의
아주- 보편적이고 가장- 찬란한 기억의 이야기",0점,벌새,예매율 0%,개봉일 2025.12.03,74
62위,https://img.megabox.co.kr/SharedImg/2025/11/25/h2QfLR4oy5r9vqMhTi66dmCPbq4dnA6c_420.png,[AGF2025] 용사형에 처함 EP 1,0,0,0,1,"마왕현상이라고 불리는 마물들이 날뛰는 세계.
주인공 자이로 폴바츠와 동료인 도터 루즈러스는 숲속 깊은 곳에서 마물들과 싸우고 있었다.
그들은 '싸우다 죽어도 부활할 수 있는' 특별한 능력을 부여받고 인류를 위해 마왕현상의 마물들과의
싸움을 계속하고 있었다.

자이로, 도터, 그리고 성기사단의 단장인 파트셰 키비아는 계속해서 습격해 오는 마물들을 쓰러뜨렸다.

하지만 그들의 앞에 거대한 마물인 오드 고기가 나타난다.
오드 고기의 출현으로 궁지에 몰리게 된 자이로 일행.
오드 고기를 쓰러뜨리기 위해 자이로는 신비한 힘을 지닌 여신 테오리타의 힘을 빌린다.
테오리타의 도움으로 자이로는 강적이었던 오드 고기를 쓰러뜨리는데.",0점,[AGF2025] 용사형에 처함 EP 1,예매율 0%,개봉일 2025.12.05,7
63위,https://img.megabox.co.kr/SharedImg/2025/10/31/0gzn1STEfEDOL7D85TKK4xNB7WkRtKZx_420.jpg,통잠,0,0,0,1,"수년 째 난임 시술을 이어오던 지연과 도진은 반복된 실패의 무게 속에 지쳐있다. 
도진은 이제 그만 멈추자고 하지만, 지연은 마음을 놓지 못한다. 
“왜 내가 엄마가 될 수 없는 건데?”
같은 집 안에서 둘의 삶이 조금씩 다른 방향으로 흔들리기 시작한다.",8점,통잠,예매율 0%,개봉일 2025.11.19,16
64위,https://img.megabox.co.kr/SharedImg/2024/08/28/6yvX4gyeGorJ5dfBRKaqKfKPzISCfE4s_420.jpg,새벽의 모든,0,0,0,1,"한 달에 한 번, PMS(월경전증후군) 때문에
짜증을 억제할 수 없게 되는 ‘후지사와’(카미시라이시 모네).
한층 악화된 증상에 다니던 회사를 도망치듯 그만둔 그녀는
아동용 과학 키트를 만드는 작은 회사, ‘쿠리타 과학’으로 이직한다.
친절한 동료들과 가족 같은 회사 분위기에 차츰 적응해 가던 중,
직장 내 자발적 아웃사이더 ‘야마조에’(마츠무라 호쿠토)의 사소한 행동에
또 한 번 참지 못하고 크게 분노를 터뜨린다.
그러던 어느 날, 발작 증세를 보이며 쓰러진 ‘야마조에’가
극심한 공황 장애를 앓고 있다는 사실을 알게 되고,
서로의 고충을 나눈 두 사람 사이에는
친구도 연인도 아닌 특별한 우정이 싹트기 시작하는데…",8.2점,새벽의 모든,예매율 0%,개봉일 2024.09.18,281
65위,https://img.megabox.co.kr/SharedImg/2025/11/11/ZkIx4Yfo6DDMG2bb4UIxxoCSvFvT3hWS_420.jpg,콘티넨탈 `25,0,0,0,1,"오르솔리아는 루마니아의 도시 클루지에서 일하는 법원 집행관이다.
어느 날, 한 건물 지하실에 거주하는 노숙인을 퇴거시키라는 명령을 받는다.
하지만 예기치 못한 사건이 벌어지며 깊은 도덕적 위기에 빠지는데…
죄책감을 덜기 위한 오르솔리아의 분투가 이어지고,
그 모습이 때로는 진지하고 때로는 우스꽝스럽게 그려진다.",7.1점,콘티넨탈 `25,예매율 0%,개봉일 2025.11.19,69
66위,https://img.megabox.co.kr/SharedImg/2025/10/21/QyqzgijlMw9UHJpfj5Wuvj8vIpnUx2ue_420.jpg,마사이 크로스,0,0,0,1,"결연 후원으로 이어진 한국의 소녀 보미와 케냐의 소녀 나쉬파에.
부족의 전통에 따라 강제 결혼을 앞둔 나쉬파에는 보미에게 마지막 편지를 보낸다.

병마와 싸우던 보미는 아버지 요섭에게 간절히 부탁한다.
“아빠, 꼭 나쉬파에를 도와주세요…”

딸의 마지막 소원을 안고 10,000km 떨어진 낯선 케냐에 도착한 요섭.
하지만 그곳에서 요섭은 나쉬파에가 흔적도 없이 사라졌다는 소식을 듣게 된다.

요섭은 단 한 줄기 희망을 따라 나쉬파에를 찾아 나서는데…",8.7점,마사이 크로스,예매율 0%,개봉일 2025.11.20,12
67위,https://img.megabox.co.kr/SharedImg/2025/11/14/JS2TSIVybRDzl08Z9ew5rZwiSCYScIiA_420.jpg,프레디의 피자가게 2,0,0,0,1,"다시 밤이 되었습니다
마스코트들은 이제 밖으로 나가주세요

소문과 괴담에 휘말려 폐업한 ‘프레디의 피자가게’ 본점이 수십년 만에 다시 열리고, 
그곳에 오랫동안 잠들어 있던 신형 프레디와 친구들이 눈을 뜨게 된다. 
안면 인식 시스템을 가진 한층 더 기괴하고 오싹해진 신형 애니메트로닉스들은
이제 피자가게 밖으로 나와 세상을 공포에 몰아넣기 시작하는데…",0점,프레디의 피자가게 2,예매율 0%,개봉일 2025.12.03,388
68위,https://img.megabox.co.kr/SharedImg/2025/10/20/IVnFUV1AvVMy22LJ0S0j51Zz96Bkt196_420.jpg,속초에서의 겨울,0,0,0,1,"속초의 작은 바닷가 마을
생선 장수 어머니와 함께 지내는 ‘수하’는
펜션에서 일하던 중 프랑스에서 온 만화가 ‘얀 케랑’을 만난다.

이름도 얼굴도 모르는 프랑스 아버지를 둔 ‘수하’는
묘하게 그를 계속 신경을 쓰게 되고
친절을 넘어선 정을 주면서
요동치는 감정의 드로잉을 그리게 되는데…

당신은 왜 나에게 잘해주었나요?",8.2점,속초에서의 겨울,예매율 0%,개봉일 2025.11.26,54
69위,https://img.megabox.co.kr/SharedImg/2025/11/10/wLF5PirmXHqOlICH3tIq8gkp8Xt14sBH_420.jpg,인 더 로스트 랜드,0,0,0,1,"원하는 모든 걸 이루어 줄 수 있는 거대한 힘을 가졌으나
어떤 거절도 할 수 없는 운명을 지닌 마녀 앨리스는,
도시의 지배자 여왕에게 불가능한 요청을 받게 된다.

바로 인간 이상의 힘을 얻게 해달라는 것!

앨리스는 여왕의 요청을 들어주기 위해,
살아 돌아올 수 없는 로스트 랜드의 길을 아는 사냥꾼 보이스와
어둠의 힘을 찾아 짐승과 악마의 땅으로 나선다.

한편, 마녀의 존재를 부정하는 종교 집단은
앨리스를 처치하기 위해 그들을 추적하기 시작하는데…

인류의 운명을 결정할 디스토피아 블록버스터!",7.2점,인 더 로스트 랜드,예매율 0%,개봉일 2025.11.26,66
70위,https://img.megabox.co.kr/SharedImg/2020/12/10/Qvrsvdbm8e1BrkmbSssyWOXDeYILOk14_420.jpg,라라랜드,0,0,0,1,"황홀한 사랑, 순수한 희망, 격렬한 열정… 
이 곳에서 모든 감정이 폭발한다!
꿈을 꾸는 사람들을 위한 별들의 도시 ‘라라랜드’. 재즈 피아니스트 ‘세바스찬’(라이언 고슬링)과 배우 지망생 ‘미아’(엠마 스톤), 인생에서 가장 빛나는 순간 만난 두 사람은 미완성인 서로의 무대를 만들어가기 시작한다.",9.6점,라라랜드,예매율 0%,개봉일 2022.09.28,2k
71위,https://img.megabox.co.kr/SharedImg/2025/11/14/fVVECLwvbXnfJtk5UAPbQTKQpIdLqa6Z_420.jpg,애프터 미드나잇 리마스터링,0,0,0,1,"이탈리아 토리노의 영화박물관 야간 경비원 마르티노는
오직 영화가 세상의 전부인 외로운 씨네필이다.
햄버거가게 점원 아만다를 좋아하지만, 말 한마디 건넬 용기가 없다.

그러던 어느 날 밤, 경찰에 쫓기던 아만다가 박물관에 숨어들고
마르티노는 아만다와 함께 박물관 곳곳을 밤새도록 누빈다.
둘은 점차 가까워지지만, 아만다에겐 오래된 연인이 있는데…

이들의 이야기는 어디서 와서, 어디로, 어떻게 흘러갈까?
그 모든 사랑이 ‘애프터 미드나잇’ 영화가 되어 찾아온다",8.8점,애프터 미드나잇 리마스터링,예매율 0%,개봉일 2025.11.19,51
72위,https://img.megabox.co.kr/SharedImg/2025/09/17/FRNqKt4pbztmQXaLMu2ZIGP43ebJ9F8i_420.jpg,어쩔수가없다,0,0,0,1,"‘다 이루었다’는 생각이 들 만큼 삶에 만족하던 25년 경력의 제지 전문가 ‘만수’(이병헌).
아내 ‘미리’(손예진), 두 아이, 반려견들과 함께 행복한 일상을 보내던 만수는
회사로부터 돌연 해고 통보를 받는다.

“미안합니다. 어쩔 수가 없습니다.”

목이 잘려 나가는 듯한 충격에 괴로워하던 만수는,
가족을 위해 석 달 안에 반드시 재취업하겠다고 다짐한다.
그 다짐이 무색하게도, 그는 1년 넘게 마트에서 일하며 면접장을 전전하고,
급기야 어렵게 장만한 집마저 빼앗길 위기에 처한다.

무작정 [문 제지]를 찾아가 필사적으로 이력서를 내밀지만,
‘선출’(박희순) 반장 앞에서 굴욕만 당한다.
[문 제지]의 자리는 누구보다 자신이 제격이라고 확신한 만수는 모종의 결심을 한다.

“나를 위한 자리가 없다면, 내가 만들어서라도 취업에 성공하겠다.”",8.1점,어쩔수가없다,예매율 0%,개봉일 2025.09.24,1.7k
73위,https://img.megabox.co.kr/SharedImg/2023/05/25/TcvXVE9yPDJOVY4fn3WwV7mJsWHTIxdK_420.jpg,너의 눈을 들여다보면,0,0,0,1,"선천적 청각장애로 양쪽 귀가 들리지 않는 프로 복서 케이코.
재개발이 진행되고 있는 도쿄 도심의 작은 복싱 체육관에서 훈련을 거듭하며 다음 시합을 준비한다.

끊이지 않는 고민과 말로 표현할 수 없는 생각들이 마음에 쌓여만 가고,
체육관 회장에게 당분간 쉬고 싶다는 편지를 썼지만 끝내 보낼 수 없다.

그러던 어느 날, 케이코는 체육관이 문을 닫는다는 소식을 듣는다.",8.6점,너의 눈을 들여다보면,예매율 0%,개봉일 2023.06.14,225
74위,https://img.megabox.co.kr/SharedImg/2025/10/29/PJqSF0xAwWU39mDbfPzZyKs5ZFaTvHBF_420.jpg,나의 이름은 마리아,0,0,0,1,"떠오르는 신예 배우 마리아
어느 날, 유망한 이탈리아 감독의 눈에 띄어
할리우드 스타와 함께 새 영화의 주연으로 발탁된다.

모든 꿈이 이루어지는 듯했던 순간,
그 선택은 곧 악몽의 시작이 된다.

그 영화는 바로 ‘파리에서의 마지막 탱고’,
그녀의 이름은 마리아 슈나이더다.",6.5점,나의 이름은 마리아,예매율 0%,개봉일 2025.11.26,44
75위,https://img.megabox.co.kr/SharedImg/2025/11/25/XoVQ8nrhyj3nvMm91TBNhtfoCkwdVzSb_420.png,[AGF2025] 정반대의 너와 나 EP 1,0,0,0,1,"언제나 명랑하지만 주위의 시선을 신경 쓰는 여자, 스즈키와 
조용하지만 자신의 의견을 당당하게 말하는 남자, 타니.
정반대인 두사람이 서로를 존중하고, 깊이 이해하는 모습과 
친구들과의 학교생활을 그린 러브 코미디.",0점,[AGF2025] 정반대의 너와 나 EP 1,예매율 0%,개봉일 2025.12.05,5
76위,https://img.megabox.co.kr/SharedImg/2025/11/14/ooua9ikjvtAXmGazoLuU375DoCGDGqMa_420.jpg,우리의 이름,0,0,0,1,"지방의 공업고등학교로 전학 온 영현B.
우연히 자신과 이름이 같은 영현A를 만나 친구가 된다.

공고 생활에 익숙한 영현A는 자격증 준비에 서툰 영현B를 도와주고,
인문계 출신인 영현B는 대기업 입사를 꿈꾸는 영현A의 자기소개서 작성을 도와주며
서로의 부족한 부분을 채워간다.

결국 영현B와 A는 같은 대기업 입사를 두고 불가피하게 경쟁을 하는데,
친구이면서 경쟁할 수밖에 없는 상황에 놓인 두 영현.
우정과 경쟁, 청소년과 청년 사이에서 쓰라린 성장통을 겪으며 둘은 마침내 사회로 나아간다.",9점,우리의 이름,예매율 0%,개봉일 2025.11.26,18
77위,https://img.megabox.co.kr/SharedImg/2025/11/05/CvhMaLFTyFPnF9jEBgYd2KHFSsRQqWOr_420.jpg,왼손잡이 소녀,0,0,0,1,"“내가 악마의 손을 가졌대요”

싱글맘 슈펀은 시골에서 몇 년을 보낸 후 정이안, 정이징 두 딸과 타이베이로 돌아와 야시장에 국수 가게를 연다. 할아버지가 매일 같이 저주처럼 퍼부었던 “‘악마의 손’ 왼손을 쓰면 악마를 돕는다”는 말이 진짜였을까? 정이징이 왼손으로 나쁜 짓을 했기 때문일까? 할머니의 60번째 생신잔치, 3대에 걸친 가족의 비밀이 폭발하는데…",8.1점,왼손잡이 소녀,예매율 0%,개봉일 2025.11.12,153
78위,https://img.megabox.co.kr/SharedImg/2025/09/23/D1VQkXeszsdBSvS1bw9LzplLuSSHKnVE_420.jpg,마작,0,0,0,1,"급격한 경제 성장을 이루며 전 세계의 돈이 모이는 1990년대 타이베이,
네 청년 홍어, 소부처, 홍콩 그리고 룬룬은 모든 것을 함께 나눈다는 약속을 하며
청년 갱단을 조직해 한 집에서 살아간다.

남자친구와 재회하기 위해 무작정 타이베이를 찾았지만 갈 곳이 없어진 프랑스인 마르트.
갱단의 리더 홍어는 마르트를 이용하기 위해 접근하고, 
룬룬은 그녀에게 설레는 감정을 느끼기 시작한다.

한편, 홍어 아버지의 빚을 받아내려는 빚쟁이가 룬룬을 홍어로 착각해 
룬룬과 마르트를 납치하는 사건이 벌어지는데....",8.2점,마작,예매율 0%,개봉일 2025.10.15,729
79위,https://img.megabox.co.kr/SharedImg/2022/05/09/D7lzyEyxtVgY3wAQ2Lz9eRGiFHUZIHMh_420.jpg,애프터 양,0,0,0,1,"함께 살던 안드로이드 인간 ‘양’이 어느 날 작동을 멈추자
제이크 가족은 그를 수리할 방법을 찾는다.
그러던 중, ‘양’에게서 특별한 메모리 뱅크를 발견하고
그의 기억을 탐험하기 시작하는데…

무엇을 남기고 싶었어, 양?",8.4점,애프터 양,예매율 0%,개봉일 2022.06.01,514
80위,https://img.megabox.co.kr/SharedImg/2025/10/14/M0N13ZBzoSS57ZkDHrzuu32cMGV9s5UK_420.jpg,바얌섬,0,0,0,1,"전쟁을 나가던 배 한 척이 태풍에 침몰하면서
세 명의 수군이 어느 작은 무인도에 표류하게 된다.
순수한 성격의 꺽쇠, 포병 출신의 창룡, 그리고 게으름쟁이 몽휘.
섬 생활에 익숙해지던 어느 날,
꺽쇠는 뼈만 남은 여인의 시신을 발견하게 되고
설명할 수 없는 기이한 일들이 벌어지기 시작한다.",7.2점,바얌섬,예매율 0%,개봉일 2025.10.29,22
81위,https://img.megabox.co.kr/SharedImg/2025/10/07/KnmkzrPLm7BfGeIL8lxAe8Hmjcawzv3y_420.jpg,어쩌면 해피엔딩,0,0,0,1,"오늘 서울 하늘, 무척이나 맑음!

인간을 돕기 위해 만들어진 헬퍼봇 ‘올리버’와 ‘클레어’.
홀로 외로이 지내던 두 로봇은 우연한 기회에 함께 여행을 떠나고,
함께하는 시간이 익숙해질수록 ‘사랑’이라는 새로운 감정을 느끼기 시작한다.

My Favorite Love Story를 극장에서 만나세요!",8.3점,어쩌면 해피엔딩,예매율 0%,개봉일 2025.10.02,954
82위,https://img.megabox.co.kr/SharedImg/asis/system/mop/poster/2018/C4/174805-A188-41AD-81D7-BFD98D9F014F.large.jpg,탠저린,0,0,0,1,"크리스마스 이브, LA 도심에 탱탱볼 같은 그녀들이 떴다!

어디로 튈지 모르는 사랑스러운 트랜스젠더 ‘신디’는 자신이 자리를 비운 사이 
그녀의 남자친구 ‘체스터’가 진짜 여자(!)와 바람을 피웠다는 사실을 알게 된다. 
신디와 그녀의 절친 ‘알렉산드라’는 이 추문의 진상을 파헤치기 위해 LA 거리를 휘젓고 다닌다. 
크리스마스 이브에 시작된 골 때리는 그녀들의 바람둥이 소탕 작전, 과연 성공할 수 있을까?",8.8점,탠저린,예매율 0%,개봉일 2018.01.25,80
83위,https://img.megabox.co.kr/SharedImg/2025/11/20/tFIlh2k46mf49bKfngTk1GqOMqdbDGbY_420.jpg,동에 번쩍 서에 번쩍,0,0,0,1,"“어떻게 사는 게 좋은 건지 알 수는 없지만, 그래도 찾고 싶어”

취업 준비에 지친 두 친구, 설희와 화정은 일출을 보며 소원을 빌기 위해 즉흥적으로 바다 여행을 떠난다.
하지만 해를 보지 못하고 크게 싸우고, 각자 우연히 다른 사람들을 만나 예기치 않은 하루를 보낸다.
삶도 여행도 뜻대로 안 되지만, 두 친구는 그래도 오늘을 달린다.",6.5점,동에 번쩍 서에 번쩍,예매율 0%,개봉일 2025.11.26,13
84위,https://img.megabox.co.kr/SharedImg/2025/11/06/maVIMEhMHWXyQzeqZzXkTYLmBr8qfSmL_420.jpg,하얀 차를 탄 여자,0,0,0,1,"사람들은 누구나 거짓말을 하지.

폭설이 휘몰아친 새벽, 흉기에 찔려 피투성이가 된 은서(김정민)를 싣고
병원에 온 도경(정려원)은 그녀를 언니라 부르며 살려달라 도움을 청한다.

곧이어 현장에 도착한 경찰 현주(이정은)는
도경의 혼란스러운 진술 속 무언가 감춰진 진실을 직감하는데…

눈 속에 증거가 사라진 그날 밤,
모두가 다르게 기억하는 범인의 정체는 누구인가?",8.7점,하얀 차를 탄 여자,예매율 0%,개봉일 2025.10.29,137
85위,https://img.megabox.co.kr/SharedImg/2025/09/12/UuXPiPkb1Io2qiDE9JVCEAtsPaU196t4_420.jpg,베르메르: 위대한 전시회,0,0,0,1,"암스테르담 국립미술관과 마우리츠하위스 미술관이 엄선한
델프트의 거장, 요하네스 베르메르의 걸작들.

진주 귀걸이를 한 소녀, 우유를 따르는 하녀 등 
단 37점만 전해지는 그의 작품 앞에서
도슨트의 깊이 있는 해설과 함께 
그의 생애와 그림에 숨겨진 이야기들을 만난다.

빛과 고요 속에 담긴 베르메르만의 세계,
그가 남긴 17세기 풍경을
오늘, 다시 눈앞에 스크린으로 펼쳐낸다.",9.3점,베르메르: 위대한 전시회,예매율 0%,개봉일 2025.09.17,81
86위,https://img.megabox.co.kr/SharedImg/2024/05/20/6QICGKr6eRTIgcbduMLZbHUaofYYDPXc_420.jpg,[오페라] 로미오와 줄리엣 @ THE MET,0,0,0,1,"[시놉시스]
전성기를 구가하는 두 명의 가수, 소프라노 나딘 시에라와 테너 방자맹 베르냉이 셰익스피어 원작에 구노가 곡을 붙인 <로미오와 줄리엣>에서 비운의 연인으로 함께 한다. 야니크 네제-세갱이 메트 레퍼토리 중 가장 낭만적인 오페라 중 하나인 이 작품을 지휘한다. 바틀렛 셰어가 연출한 이번 공연에서는 두 원수 가문을 대표하는 인물인 머큐시오와 티볼트 역으로 바리톤 윌 리버먼과 테너 프레드릭 발렌타인, 장난꾸러기 시동 스테파노 역으로 메조소프라노 사만다 한키, 로렌스 신부 역으로 베이스 바리톤 알프레드 워커가 출연한다.

연출: 바틀렛 셰어
무대: 마이클 여건
의상: 캐서린 주버
조명: 제니퍼 팁튼
안무: 체이스 브록
결투 장면 연출: B. H. 배리

야니크 네제-세갱(지휘), 나딘 시에라(줄리엣), 사만타 행키(스테파노), 방자맹 베르냉(로미오), 프레데릭 밸런틴(티볼트), 윌 리버만(머큐쇼), 알프레드 워커(로렌스 신부)",9.6점,[오페라] 로미오와 줄리엣 @ THE MET,예매율 0%,개봉일 2025.12.04,67
87위,https://img.megabox.co.kr/SharedImg/2020/03/24/wxMyf3XEX3iMXTImr0RwqTtnWcgw9eOI_420.jpg,너의 새는 노래할 수 있어,0,0,0,1,"괜 찮 아 알 수 없 어
서점에서 일하는 ‘나’와 여자친구 ‘사치코’ 룸메이트 ‘시즈오’
친구와 연인 사이 세남녀의
마치 영원히 끝나지 않을 것 같은 청춘 스케치",7.4점,너의 새는 노래할 수 있어,예매율 0%,개봉일 2020.04.16,61
88위,https://img.megabox.co.kr/SharedImg/2025/11/27/vKqwSsBxIFD4mBMPmooXxvUo38f5sd04_420.jpg,콘크리트 마켓,0,0,0,1,"“이렇게 X된 세상에서 귀하게 주워온 것들, 황궁마켓으로 가져오세요!”

대지진 이후 유일하게 남은 아파트.
그곳에서 현금 대신 통조림이 화폐가 되고,
식량과 연료, 약품 등 무엇이든 사고파는 ‘황궁마켓’이 열린다.

“여기 주인이 되고 싶다는 생각해 본적 없어?”

통조림을 훔치기 위해 황궁마켓에 숨어든 ‘희로(이재인)’는
우연히 마켓 상인 회장인 ‘박상용(정만식)’에 대한 비밀을 알게 되고,
상용의 왼팔인 ‘태진(홍경)’에게 마켓의 새로운 주인이 될 수 있는 방법을 제안한다.

그러나 서로 다른 목적을 품은 두 사람의 거래가 시작되는 순간,
견고하던 황궁마켓의 질서가 흔들리기 시작하는데…

살아남고 싶다면, 거래하라!",0점,콘크리트 마켓,예매율 0%,개봉일 2025.12.03,117
89위,https://img.megabox.co.kr/SharedImg/2025/11/07/FKW328T59q4HMXJs6ztoLvdABoIF8aJe_420.jpg,맨홀,0,0,0,1,"지워지지 않는 어린 시절의 상처를 삼킨 채,
겉으로는 평범한 일상을 살아가는 고등학생 ‘선오’.

현실을 피해 향한 ‘맨홀’은 누나와 강아지 달이, 
그리고 여자친구 희주와의 소중한 기억이 깃든 곳이었지만, 
행복도 잠시, 그의 모든 것을 무너뜨릴 균열이 드러나기 시작하는데...

끝내 마주하게 될, 가장 깊은 심연의 구멍.
“맨홀에 아주 중요한 걸 두고 왔어, 같이 가지러 가줄래?”",10점,맨홀,예매율 0%,개봉일 2025.11.19,18
